q torque X Z vX vZ pasEffectue 
1.895442 67387.000810 0.006109 -0.243708 0.042204 -1.596208 1
1.894475 67095.986661 0.006627 -0.266882 0.037729 -1.657307 1
1.471180 46078.705995 0.006627 -0.266882 0.037729 -1.657307 1
1.455809 44521.462947 0.006627 -0.266882 0.037729 -1.657307 1
1.455716 44509.411542 0.007083 -0.290514 0.034451 -1.708456 1
1.202817 48134.813416 0.007083 -0.290514 0.034451 -1.708456 1
1.196024 48288.502415 0.007083 -0.290514 0.034451 -1.708456 1
1.196232 48286.357649 0.007601 -0.312808 0.038682 -1.650467 1
1.371058 85553.682608 0.007601 -0.312808 0.038682 -1.650467 1
1.371389 85608.387790 0.007601 -0.312808 0.038682 -1.650467 1
1.371553 85629.831654 0.007601 -0.312808 0.038682 -1.650467 1
1.371707 85645.918698 0.008049 -0.335121 0.034880 -1.673904 1
1.372801 70099.198683 0.008049 -0.335121 0.034880 -1.673904 1
1.371311 69745.778502 0.008049 -0.335121 0.034880 -1.673904 1
1.371463 69781.114135 0.008401 -0.356488 0.029531 -1.638487 1
1.415594 77407.383714 0.008401 -0.356488 0.029531 -1.638487 1
1.415192 77303.736056 0.008401 -0.356488 0.029531 -1.638487 1
1.415243 77322.425069 0.008916 -0.377518 0.039842 -1.639315 1
1.434689 86273.266400 0.008916 -0.377518 0.039842 -1.639315 1
1.434242 86202.025747 0.008916 -0.377518 0.039842 -1.639315 1
1.434273 86227.634609 0.008916 -0.377518 0.039842 -1.639315 1
1.434292 86250.748807 0.009284 -0.397428 0.031344 -1.592040 1
1.493085 94242.710446 0.009284 -0.397428 0.031344 -1.592040 1
1.492685 94124.716487 0.009284 -0.397428 0.031344 -1.592040 1
1.492638 94130.576494 0.009762 -0.416601 0.038461 -1.566986 1
1.541432 101811.363377 0.009762 -0.416601 0.038461 -1.566986 1
1.541202 101774.810811 0.009762 -0.416601 0.038461 -1.566986 1
1.541156 101780.601253 0.010066 -0.434365 0.028314 -1.500212 1
1.628880 108623.653753 0.010066 -0.434365 0.028314 -1.500212 1
1.628912 108615.017477 0.010066 -0.434365 0.028314 -1.500212 1
1.629182 108676.785699 0.010066 -0.434365 0.028314 -1.500212 1
1.629097 108663.684981 0.010394 -0.451089 0.030059 -1.454500 1
1.704597 115220.442486 0.010394 -0.451089 0.030059 -1.454500 1
1.704142 115083.125322 0.010394 -0.451089 0.030059 -1.454500 1
1.703791 114974.683516 0.010553 -0.466120 0.020098 -1.367989 1
1.816096 121214.998687 0.010553 -0.466120 0.020098 -1.367989 1
1.815819 121135.286900 0.010553 -0.466120 0.020098 -1.367989 1
1.815731 121093.250528 0.010675 -0.479964 0.017995 -1.310629 1
1.911655 127479.159654 0.010675 -0.479964 0.017995 -1.310629 1
1.911519 127406.495136 0.010675 -0.479964 0.017995 -1.310629 1
1.911437 127346.035066 0.010675 -0.479964 0.017995 -1.310629 1
1.911437 127346.035066 0.010663 -0.492072 0.009951 -1.218542 1
6.335137 493832.767605 0.010663 -0.492072 0.009951 -1.218542 1
6.361127 505441.642527 0.010663 -0.492072 0.009951 -1.218542 1
6.354217 515759.136506 0.010842 -0.503008 0.021553 -1.159137 1
4.510935 180527.439988 0.010842 -0.503008 0.021553 -1.159137 1
4.289602 179030.395644 0.010842 -0.503008 0.021553 -1.159137 1
4.234276 179783.093923 0.011150 -0.512937 0.029659 -1.108726 1
3.304352 113990.953397 0.011150 -0.512937 0.029659 -1.108726 1
3.280961 116041.696978 0.011150 -0.512937 0.029659 -1.108726 1
3.204446 116561.025583 0.011150 -0.512937 0.029659 -1.108726 1
3.122400 116878.897206 0.011643 -0.522212 0.041201 -1.078688 1
2.487121 65370.381382 0.011643 -0.522212 0.041201 -1.078688 1
2.487472 66329.623466 0.011643 -0.522212 0.041201 -1.078688 1
2.462402 66630.529935 0.012368 -0.531315 0.055882 -1.077480 1
2.133438 49842.358663 0.012368 -0.531315 0.055882 -1.077480 1
