qdot q torque X Z vX vZ pasEffectue 
0.012701 0.000385 0.003075 0.000513 -0.005842 -0.002984 -0.005903 0
-0.012095 0.000587 0.018393 0.000597 -0.005843 0.005647 -0.005896 0
0.010997 0.000404 0.004228 0.000541 -0.005844 -0.002838 -0.005892 0
-0.010170 0.000573 0.017247 0.000618 -0.005844 0.005254 -0.005886 0
0.009944 0.000408 0.004771 0.000564 -0.005845 -0.002674 -0.005881 0
-0.008886 0.000556 0.016293 0.000636 -0.005845 0.004910 -0.005875 0
0.009333 0.000400 0.004872 0.000584 -0.005846 -0.002501 -0.005871 0
-0.008071 0.000535 0.015469 0.000650 -0.005846 0.004603 -0.005865 0
0.008994 0.000385 0.004676 0.000601 -0.005846 -0.002328 -0.005861 0
-0.007576 0.000511 0.014725 0.000662 -0.005846 0.004321 -0.005856 0
0.008801 0.000364 0.004304 0.000616 -0.005847 -0.002163 -0.005853 0
-0.007279 0.000486 0.014030 0.000672 -0.005847 0.004057 -0.005848 0
0.008663 0.000341 0.003849 0.000628 -0.005847 -0.002012 -0.005845 0
-0.007088 0.000459 0.013360 0.000680 -0.005846 0.003805 -0.005841 0
0.008524 0.000317 0.003375 0.000638 -0.005846 -0.001877 -0.005839 0
-0.006937 0.000433 0.012704 0.000686 -0.005846 0.003561 -0.005836 0
0.008354 0.000294 0.002921 0.000646 -0.005846 -0.001758 -0.005834 0
-0.006788 0.000407 0.012056 0.000690 -0.005846 0.003325 -0.005831 0
0.008140 0.000271 0.002511 0.000652 -0.005845 -0.001655 -0.005830 0
-0.006619 0.000381 0.011415 0.000692 -0.005845 0.003097 -0.005828 0
0.007886 0.000250 0.002150 0.000655 -0.005845 -0.001564 -0.005827 0
-0.006423 0.000357 0.010786 0.000691 -0.005845 0.002878 -0.005825 0
0.007598 0.000230 0.001838 0.000656 -0.005844 -0.001482 -0.005824 0
-0.006203 0.000334 0.010170 0.000689 -0.005844 0.002672 -0.005823 0
0.007287 0.000212 0.001569 0.000654 -0.005844 -0.001406 -0.005822 0
-0.005963 0.000312 0.009572 0.000684 -0.005843 0.002479 -0.005821 0
0.006964 0.000196 0.001337 0.000651 -0.005843 -0.001334 -0.005821 0
-0.005711 0.000291 0.008996 0.000678 -0.005842 0.002301 -0.005820 0
0.006638 0.000180 0.001134 0.000646 -0.006212 -0.001262 -0.028378 0
-2.035596 0.034106 1.650607 0.000671 -0.007305 0.002139 -0.072919 0
-3.919376 0.099428 3.932891 0.000640 -0.009457 -0.001193 -0.138556 0
-5.676658 0.194037 6.814713 0.000663 -0.012955 0.001998 -0.222818 0
-12.239439 0.398024 14.238644 0.000633 -0.018056 -0.001129 -0.324134 0
-8.223679 0.535083 15.550712 0.000654 -0.024998 0.001877 -0.441542 0
-24.017376 0.935368 31.390858 0.000626 -0.033972 -0.001064 -0.572377 0
-8.723202 1.080752 27.968189 0.000644 -0.045156 0.001770 -0.716227 0
-37.820636 1.711092 54.756363 0.000617 -0.058697 -0.000997 -0.871151 0
0.000000 0.000000 0.000000 0.000449 -0.075362 -0.009644 -1.075264 1
0.000000 0.000000 0.000000 0.000174 -0.095561 -0.016311 -1.307488 1
0.000000 0.000000 0.000000 -0.000118 -0.119855 -0.017684 -1.577517 1
0.000000 0.000000 0.000000 -0.000584 -0.147455 -0.028498 -1.803449 1
0.000000 0.000000 0.000000 -0.001130 -0.179723 -0.033908 -2.115761 1
0.000000 0.000000 0.000000 -0.001856 -0.210463 -0.045451 -2.054871 1
0.000000 0.000000 0.000000 -0.002632 -0.240860 -0.049148 -2.064708 1
0.000000 0.000000 0.000000 -0.003583 -0.269828 -0.060633 -2.007878 1
0.000000 0.000000 0.000000 -0.004633 -0.298499 -0.067656 -2.018798 1
0.000000 0.000000 0.000000 -0.005844 -0.325894 -0.078482 -1.969599 1
0.000000 0.000000 0.000000 -0.007140 -0.352997 -0.084929 -1.979147 1
0.000000 0.000000 0.000000 -0.008620 -0.378436 -0.097409 -1.904746 1
0.000000 0.000000 0.000000 -0.009892 -0.403528 -0.086215 -1.909079 1
0.000000 0.000000 0.000000 -0.011964 -0.427201 -0.136293 -1.847597 1
0.000000 0.000000 0.000000 -0.013482 -0.450103 -0.104541 -1.824188 1
0.000000 0.000000 0.000000 -0.016033 -0.471075 -0.169083 -1.729439 1
0.000000 0.000000 0.000000 -0.017921 -0.491100 -0.131232 -1.692584 1
0.000000 0.000000 0.000000 -0.020936 -0.509196 -0.201840 -1.594922 1
151.654387 -34.366358 -823.441276 -0.022919 -0.525416 -0.141885 -1.498612 1
-798.305797 -21.097037 -123.980741 -0.026328 -0.539030 -0.230862 -1.355912 1
-230.631767 -17.389298 -284.286825 -0.029399 -0.551741 -0.213640 -1.314398 1
-113.058974 -15.560041 -292.873139 -0.032081 -0.564575 -0.193030 -1.334577 1
-242.899363 -11.581455 -150.933014 -0.034742 -0.576899 -0.194395 -1.316369 1
-135.787358 -9.388480 -149.155975 -0.037221 -0.589452 -0.185940 -1.342604 1
-117.416591 -7.482692 -115.451042 -0.037893 -0.603864 -0.078262 -1.468611 1
134.243407 -9.715403 -272.430839 -0.038210 -0.618913 -0.057208 -1.521862 1
-152.038958 -7.204143 -94.028026 -0.038244 -0.634025 -0.040303 -1.540747 1
-24.658124 -6.819151 -141.043867 -0.036898 -0.642986 0.043889 -1.180646 1
-32.099791 -6.287486 -125.719131 -0.035487 -0.651743 0.049184 -1.177175 1
-87.568914 -4.836176 -69.541005 -0.033626 -0.660900 0.078022 -1.210321 1
-74.392807 -3.603403 -47.864786 -0.031512 -0.670279 0.095336 -1.233008 1
-79.180953 -2.291508 -16.648588 -0.029138 -0.679803 0.113262 -1.251255 1
-59.683333 -1.302095 -3.082700 -0.026517 -0.689269 0.130743 -1.257228 1
-35.782397 -0.708454 -0.238339 -0.023682 -0.698642 0.146448 -1.261001 1
-16.635300 -0.432380 -2.416506 -0.020622 -0.707884 0.162983 -1.262418 1
-5.117132 -0.347579 -5.543842 -0.017262 -0.716905 0.184355 -1.258135 1
-3.523468 -0.289070 -4.926098 -0.013538 -0.725484 0.209864 -1.240256 1
-19.679172 0.038771 9.454771 -0.009972 -0.733422 0.204014 -1.209709 1
-24.234737 0.442530 20.464213 -0.006274 -0.740988 0.215583 -1.194904 1
0.007592 0.442288 9.885624 -0.002667 -0.747891 0.213739 -1.162103 1
-9.306143 0.597316 17.410878 0.001050 -0.754465 0.224065 -1.148907 1
5.205843 0.510495 9.141437 0.004672 -0.760470 0.222026 -1.120764 1
-2.329971 0.549309 13.295206 0.008328 -0.766197 0.227683 -1.109798 1
10.398022 0.375997 3.869878 0.011871 -0.771492 0.224431 -1.089185 1
0.895923 0.361063 7.680567 0.015367 -0.776568 0.225145 -1.081163 1
13.638071 0.133764 -2.959135 0.018724 -0.781352 0.220117 -1.068355 1
2.254011 0.096193 1.167013 0.021955 -0.785973 0.215867 -1.063231 1
15.118044 -0.155774 -10.078652 0.025032 -0.790442 0.209624 -1.058586 1
-4.167948 -0.086316 -0.111319 0.027918 -0.794797 0.201095 -1.056122 1
15.581284 -0.346006 -14.534449 0.030639 -0.799052 0.193883 -1.054373 1
-10.129269 -0.177188 0.458136 0.033124 -0.803249 0.182235 -1.055014 1
13.423337 -0.400910 -14.820519 0.035438 -0.807324 0.174277 -1.051852 1
-13.312510 -0.179034 1.805787 0.037494 -0.811389 0.160838 -1.055290 1
9.524510 -0.337773 -11.707535 0.039364 -0.815326 0.151573 -1.051561 1
-13.271665 -0.116577 3.184215 0.040961 -0.819233 0.136767 -1.053658 1
7.675083 -0.244491 -8.814766 0.042375 -0.822989 0.127211 -1.048297 1
-11.368683 -0.055014 3.730119 0.043523 -0.826700 0.112416 -1.049365 1
5.959193 -0.154330 -6.050160 0.044494 -0.830238 0.102757 -1.042512 1
-9.751892 0.008198 4.437742 0.045214 -0.833717 0.088432 -1.042511 1
3.775869 -0.054730 -2.870824 0.045767 -0.836999 0.078910 -1.033897 1
-7.992551 0.078474 5.241089 0.046090 -0.840207 0.065469 -1.032700 1
1.396206 0.055205 0.625009 0.046259 -0.843197 0.056394 -1.022603 1
-7.822175 0.185567 7.560695 0.046224 -0.846096 0.044168 -1.020034 1
-0.555792 0.194830 4.597869 0.046052 -0.848764 0.035709 -1.008809 1
-9.529085 0.353638 12.062406 0.045709 -0.851325 0.025126 -1.004996 1
-1.710840 0.382152 9.289315 0.045241 -0.853634 0.017155 -0.992205 1
-10.147491 0.551265 16.750111 0.044637 -0.855826 0.008431 -0.987320 1
-2.342510 0.590311 14.218331 0.043922 -0.857745 0.001028 -0.972890 1
-9.802072 0.753667 21.124255 0.043106 -0.859536 -0.005897 -0.966990 1
-2.431328 0.794197 18.815177 0.042193 -0.861039 -0.012597 -0.951198 1
-8.841107 0.941539 24.905213 0.041208 -0.862407 -0.017841 -0.944488 1
-2.101113 0.976568 22.748391 0.040142 -0.863480 -0.023825 -0.927876 1
-7.529177 1.102046 27.921466 0.039032 -0.864417 -0.027575 -0.920641 1
-1.507699 1.127188 25.857051 0.037853 -0.865063 -0.032894 -0.903839 1
-6.051054 1.228032 30.093564 0.036653 -0.865576 -0.035326 -0.896369 1
-0.786695 1.241159 28.090799 0.035397 -0.865812 -0.039963 -0.879975 1
-4.499677 1.316149 31.387129 0.034142 -0.865923 -0.041191 -0.872529 1
-0.061003 1.317180 29.474119 0.032842 -0.865777 -0.045158 -0.857040 1
-3.005258 1.367265 31.878343 0.031560 -0.865516 -0.045334 -0.849832 1
0.586558 1.357502 30.093400 0.030245 -0.865025 -0.048662 -0.835618 1
-1.658100 1.385136 31.690510 0.028963 -0.864432 -0.047939 -0.828809 1
1.107334 1.366692 30.071928 0.027658 -0.863640 -0.050665 -0.816106 1
-0.503538 1.375083 30.962364 0.026398 -0.862757 -0.049184 -0.809805 1
1.486069 1.350325 29.541015 0.025124 -0.861707 -0.051353 -0.798734 1
0.448176 1.342855 29.826863 0.023905 -0.860581 -0.049237 -0.793002 1
1.733263 1.313974 28.620668 0.022678 -0.859319 -0.050897 -0.783592 1
1.211206 1.293788 28.397144 0.021529 -0.857986 -0.047458 -0.778012 1
5.624584 1.200050 24.375868 0.020380 -0.856550 -0.048528 -0.770356 1
2.937668 1.151089 24.453611 0.019281 -0.855071 -0.046678 -0.766364 1
1.869137 1.119939 24.223481 0.018190 -0.853529 -0.047278 -0.761020 1
1.949057 1.087455 23.462357 0.017161 -0.851956 -0.044576 -0.757561 1
1.451331 1.063269 23.138829 0.016138 -0.850345 -0.045243 -0.753674 1
2.128634 1.027792 22.050133 0.015184 -0.848711 -0.042028 -0.750657 1
1.748239 0.998656 21.564743 0.014239 -0.847058 -0.042477 -0.747918 1
2.661559 0.954297 20.174480 0.013366 -0.845391 -0.039014 -0.745358 1
1.920587 0.922288 19.782168 0.012506 -0.843723 -0.039101 -0.743638 1
3.008214 0.872151 18.186670 0.011719 -0.842048 -0.035494 -0.741532 1
1.836357 0.841546 18.013729 0.010949 -0.840387 -0.035240 -0.740747 1
3.131738 0.789350 16.281544 0.010253 -0.838726 -0.031501 -0.739068 1
1.666062 0.761582 16.300247 0.009577 -0.837094 -0.030987 -0.739143 1
3.175707 0.708654 14.458182 0.008975 -0.835467 -0.027135 -0.737861 1
1.548299 0.682849 14.591327 0.008395 -0.833881 -0.026430 -0.738727 1
3.232498 0.628974 12.651934 0.007888 -0.832306 -0.022517 -0.737825 1
1.508987 0.603824 12.841656 0.007404 -0.830784 -0.021666 -0.739423 1
3.306789 0.548710 10.825012 0.006991 -0.829277 -0.017766 -0.738893 1
1.511699 0.523515 11.044954 0.006601 -0.827833 -0.016803 -0.741173 1
3.365049 0.467431 8.982366 0.006280 -0.826409 -0.012989 -0.741005 1
1.516810 0.442151 9.223597 0.005981 -0.825057 -0.011944 -0.743914 1
3.378750 0.385838 7.152160 0.005748 -0.823731 -0.008247 -0.744163 1
1.472002 0.361305 7.435618 0.005536 -0.822482 -0.007157 -0.747572 1
3.385147 0.304885 5.339460 0.005387 -0.821267 -0.003598 -0.748323 1
1.318156 0.282916 5.750167 0.005258 -0.820131 -0.002482 -0.751988 1
3.429646 0.225755 3.550887 0.005185 -0.819032 0.000810 -0.753093 1
1.130827 0.206908 4.132553 0.005132 -0.818014 0.001976 -0.756907 1
3.371685 0.150714 1.898427 0.005129 -0.817036 0.004932 -0.758414 1
0.166241 0.147943 3.235109 0.005145 -0.816138 0.006114 -0.762251 1
3.374514 0.091701 0.577820 0.005204 -0.815286 0.008746 -0.764160 1
-1.124766 0.110447 2.960101 0.005281 -0.814510 0.009880 -0.767911 1
3.516494 0.051839 -0.375347 0.005395 -0.813782 0.012259 -0.770101 1
-1.718838 0.080487 2.549463 0.005524 -0.813125 0.013291 -0.773742 1
3.708810 0.018673 -1.200774 0.005686 -0.812519 0.015404 -0.776168 1
-2.013839 0.052237 2.046594 0.005861 -0.811981 0.016335 -0.779672 1
3.880531 -0.012438 -1.971280 0.006063 -0.811494 0.018169 -0.782302 1
-2.225044 0.024646 1.521874 0.006275 -0.811070 0.019009 -0.785642 1
3.980821 -0.041701 -2.669290 0.006509 -0.810699 0.020566 -0.788440 1
-2.403462 -0.001644 1.011959 0.006752 -0.810386 0.021316 -0.791591 1
3.995464 -0.068235 -3.268905 0.007012 -0.810126 0.022611 -0.794513 1
