Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42
0	-0.0805032469726919	-0.14781209416508	-0.43509394928433	-0.00357082633583447	0.156094297146245	0.461758955548345	0.199955045098602	0.0119410740078229	0.0286458484332697	0.0999678942531532	-0.101895170585608	0.00568305359933213	0.140946457749179	0.0231032606030452	-0.0235589531150818	0.0784223352998649	-0.0866409181763744	-0.159126846274179	-0.156058307593424	0.101253070517037	0.0593707347037402	0.126529219588865	0.016398481489814	-0.0341533465159566	-0.243891406325975	0.132966834246082	-0.114332728445477	-0.919421972338524	-0.427786613056359	1.23916616047449	0.689614153148022	1.98828049422559	0.0225133299382621	-0.114841798716794	0.478755701386848	0.28117014246143	-0.855249402511622	0.693548080920632	-2.47740872681194	0.313519671226284	-0.0226417869738631
0	-0.0810028255604146	-0.146534906200028	-0.435041863298099	-0.0022074386901257	0.155338752693722	0.461771879147641	0.200790369162613	0.0120109631403544	0.029374570573521	0.100838946371432	-0.101517797121128	0.00794274823102028	0.139586496886503	0.0221592683809376	-0.0252539120695207	0.0786976465361261	-0.0865414637003282	-0.159056267328922	-0.156129669691833	0.101137796495964	0.0603719367330294	0.126475839342384	0.0166864155408482	-0.0331441282869914	-0.243906436065528	0.132975108025818	-0.115431891271668	-0.921933973872243	-0.428438000531403	1.24099697494112	0.689225326651332	1.98846017616487	0.0228064739250856	-0.115287686939793	0.477184738911562	0.281352328973549	-0.856436085660196	0.692702868567196	-2.48014563528757	0.314540507833434	-0.0225135091896977
0	-0.0814966382133608	-0.145275764409396	-0.434989320769446	-0.000862918384671583	0.154591479331978	0.461785503879858	0.201617499422944	0.012077651462391	0.0300954129314494	0.101701209660547	-0.101146618322163	0.0101754835832375	0.138234153996062	0.0212194707469195	-0.0269408047815507	0.0789679608698911	-0.0864442570861095	-0.158985819387065	-0.156199661604802	0.101023815822844	0.0613586305839902	0.126421033234092	0.0169696691976146	-0.0321446631396174	-0.243921566520262	0.132983476861792	-0.116513846421919	-0.924436358075107	-0.429076738948088	1.24280617262082	0.688837705898604	1.98865398115764	0.023100603281694	-0.115733372170081	0.475636135287995	0.28153587642646	-0.857615942846906	0.691872352812377	-2.48284282096926	0.315547042631964	-0.0223886961445656
0	-0.0819809028073017	-0.144046230435415	-0.434936631770957	0.000451038028718453	0.153859144846178	0.461799987050766	0.202428224408761	0.0121403830240953	0.0308014992111029	0.102546070681111	-0.100785789157319	0.0123611923999865	0.136900245938719	0.0202912653709512	-0.0286062236960816	0.0792305981912185	-0.08635038128528	-0.158916013189801	-0.15626762977876	0.100912127637752	0.0623219062423244	0.126365003803866	0.017245502824599	-0.0311633784069855	-0.243936813366461	0.132991883071551	-0.117568448068431	-0.926907572457663	-0.429695740351007	1.24457573990446	0.688454251273626	1.98886249829013	0.0233937246908325	-0.116175443415634	0.47411979748276	0.281719683470312	-0.858774953108387	0.69106456619562	-2.48547466045331	0.316529727108867	-0.0222688735386736
0	-0.08245206262156	-0.142857342634636	-0.434884112150311	0.00172338293602839	0.153148111392473	0.46181548016159	0.203214726888444	0.0121984873852482	0.0314862503026029	0.103365329204177	-0.100439251005864	0.0144807160572317	0.135595208231984	0.0193818116439894	-0.0302372544541651	0.0794830319534971	-0.0862609119977793	-0.15884734680816	-0.156332962824817	0.100803692420201	0.0632532639495961	0.126307979368572	0.0175112591802509	-0.0302083226606711	-0.243952230212889	0.13300028843531	-0.118586028737153	-0.929326966305785	-0.430288355342265	1.24628854372361	0.688077871921258	1.98908619606954	0.0236839944657646	-0.116610527068027	0.472645342193795	0.281902683852621	-0.859899826929751	0.690287124265305	-2.48801683567482	0.317479494514116	-0.0221555206544234
0	-0.0829068570496677	-0.14171939714991	-0.434832081139683	0.00294394433781793	0.152464308893254	0.461832123028224	0.203969758767702	0.0122513970101004	0.0321435202272066	0.104151381954621	-0.100110640629872	0.0165161862175809	0.134328903988108	0.0184979031552406	-0.0318217134063443	0.0797229446124776	-0.086176899174709	-0.158780299156748	-0.156395105111864	0.100699413464288	0.0641447815093796	0.126250215542883	0.0177644130089969	-0.0292870112348719	-0.243967911228625	0.133008676660288	-0.119557595357138	-0.931675217082809	-0.430848532634225	1.24792871216195	0.687711379235758	1.98932539330963	0.0239697597773913	-0.117035340110263	0.471221995543848	0.282083864576205	-0.860978351690066	0.689547066137785	-2.49044684541951	0.318387949013019	-0.0220500411513554
0	-0.0833423853542304	-0.140641749581238	-0.434780859106443	0.0041036281654931	0.15181312216941	0.461850038351253	0.204686792251965	0.0122986623633452	0.0327677169393866	0.104897381480274	-0.0998032109858932	0.0184513689324326	0.133110448894754	0.0176458507803043	-0.0333483622985657	0.0799482768339921	-0.0860993479530144	-0.158715324560083	-0.156453568890363	0.100600119724326	0.0649892663294587	0.126191996198696	0.0180026182799705	-0.0284062878065506	-0.243983992303226	0.133017054600341	-0.12047500732728	-0.933934701192549	-0.431370955746261	1.2494819656153	0.687357441861446	1.98958023103103	0.0242495915016725	-0.117446741462681	0.469858472464794	0.282262281386917	-0.861999674704811	0.688850711066871	-2.49274446062047	0.31924753370952	-0.0219537354899617
0	-0.08375616166773	-0.13963264291092	-0.43473076545466	0.00519459017254426	0.15119929515581	0.461869326919587	0.205360143071206	0.0123399639602813	0.0333539044664187	0.105597365735398	-0.0995197662941409	0.0202719612007102	0.131948056723837	0.0168313792935477	-0.0348070943843927	0.0801572689299674	-0.0860291993530723	-0.158652848534756	-0.156507944577547	0.100506550474593	0.065780387941284	0.126133633734014	0.0182237519500221	-0.0275722059870776	-0.244000650598257	0.133025452095426	-0.121331131542498	-0.936089799322774	-0.431851152576762	1.25093588934063	0.687018543112663	1.98985064657349	0.0245223073999626	-0.117841780510625	0.468562839655181	0.282437071382096	-0.862954516257191	0.688203535372462	-2.49489210965	0.320051672316649	-0.0218677757141744
0	-0.0841461596405216	-0.138699066331965	-0.434682116684897	0.00621037242517639	0.150626854797752	0.461890063565357	0.205985063405424	0.012375120648744	0.0338978838506208	0.106246355901125	-0.099262612905566	0.0219658319023389	0.130848909069397	0.0160595398886691	-0.0361890874127737	0.0803484933206144	-0.0859673111194693	-0.158593264902308	-0.15655790890312	0.100419342163867	0.0665127874309364	0.126075468562201	0.018425953218381	-0.0267899341002337	-0.244018102422796	0.133033920376019	-0.122119970197242	-0.938127130739395	-0.432285575201676	1.25228014193184	0.686696941701891	1.99013635113815	0.0247869848511813	-0.118217741949595	0.467342369776914	0.282607462734545	-0.863835310866489	0.687610073291221	-2.49687518296899	0.320794880415064	-0.0217931832346155
0	-0.0845108454072255	-0.137846648458261	-0.434635224618625	0.00714600071153061	0.150099056386439	0.461912293922827	0.206557803721231	0.0124040935369962	0.0343962513661783	0.106840421614918	-0.0990335266823289	0.0235232012626648	0.129819052113608	0.0153346404004696	-0.0374869202784732	0.0805208772044184	-0.0859144391310367	-0.158536934290651	-0.156603230694161	0.100339017770802	0.0671821610299651	0.12601786777699	0.0186076573561586	-0.0260636854233652	-0.24403659944515	0.133042529063357	-0.12283675820168	-0.940035714483314	-0.432671648731556	1.25350659743698	0.686394636606766	1.99043681191265	0.0250429629026589	-0.118572186184401	0.46620339650315	0.28277278164393	-0.864636279467704	0.687073844367298	-2.49868224997708	0.321472843578967	-0.0217308101455946
