Time X Y Z
0.013158 -0.116423 0.195027 0.616383
0.010446 -0.116423 0.195027 0.616383
0.013293 -0.117624 0.196397 0.619902
0.012951 -0.118788 0.198659 0.623295
0.013943 -0.119763 0.202224 0.626123
0.012430 -0.120607 0.204996 0.628901
0.010767 -0.120607 0.204996 0.628901
0.013883 -0.121107 0.207564 0.631098
0.013842 -0.121259 0.210813 0.633344
0.015469 -0.121534 0.214798 0.635021
0.013334 -0.121425 0.219541 0.637077
0.012659 -0.121425 0.219541 0.637077
0.014585 -0.121360 0.224985 0.638699
0.015512 -0.120935 0.230840 0.640617
0.015353 -0.120489 0.235668 0.642375
0.012536 -0.119724 0.239616 0.644443
0.012055 -0.119036 0.242910 0.646207
0.012939 -0.119036 0.242910 0.646207
0.013026 -0.118345 0.245421 0.648275
0.013855 -0.117502 0.247713 0.649995
0.014415 -0.116792 0.249624 0.652033
0.013903 -0.115759 0.250775 0.653881
0.013999 -0.115759 0.250775 0.653881
0.013099 -0.115132 0.251436 0.655794
0.013620 -0.113931 0.252074 0.657116
0.013042 -0.113124 0.252929 0.658947
0.013072 -0.112010 0.253639 0.660222
0.010505 -0.112010 0.253639 0.660222
0.013192 -0.111470 0.254276 0.661938
0.013599 -0.110654 0.254314 0.663150
0.012644 -0.110097 0.253494 0.664652
0.012390 -0.110097 0.253494 0.664652
0.013205 -0.109302 0.253185 0.665839
0.013086 -0.109147 0.252508 0.667050
0.014639 -0.108756 0.251859 0.668427
0.015886 -0.109029 0.251395 0.669619
0.014111 -0.109082 0.251074 0.670904
0.011323 -0.109082 0.251074 0.670904
0.014139 -0.110008 0.250902 0.672073
0.013838 -0.110635 0.250865 0.673233
0.014987 -0.111877 0.250935 0.674279
0.012388 -0.112816 0.250891 0.675258
0.011371 -0.112816 0.250891 0.675258
0.013398 -0.114162 0.250828 0.676103
0.013539 -0.115480 0.250632 0.676758
0.012956 -0.116724 0.250511 0.677567
0.010462 -0.116724 0.250511 0.677567
0.013310 -0.117781 0.250221 0.678062
0.013624 -0.118676 0.250254 0.678755
0.012900 -0.119518 0.250349 0.679342
0.012245 -0.119518 0.250349 0.679342
0.012817 -0.120257 0.250494 0.680086
0.014031 -0.120929 0.250638 0.680754
0.014553 -0.121526 0.250794 0.681566
0.012910 -0.121990 0.250953 0.682267
0.011478 -0.121990 0.250953 0.682267
0.013013 -0.122508 0.251115 0.683111
0.016356 -0.122884 0.251241 0.683801
0.014935 -0.123305 0.251305 0.684684
0.015324 -0.123606 0.251502 0.685392
0.014212 -0.123884 0.251661 0.686247
0.016930 -0.124049 0.251816 0.686989
0.016041 -0.124227 0.251985 0.687870
0.012859 -0.124268 0.251919 0.688725
0.012811 -0.124268 0.251919 0.688725
0.014742 -0.124273 0.251808 0.689750
0.015833 -0.124114 0.251551 0.690647
0.015242 -0.124014 0.251519 0.691651
0.015354 -0.123887 0.251581 0.692485
0.013516 -0.123909 0.251709 0.693455
0.014568 -0.123905 0.252002 0.694204
0.012772 -0.123905 0.252002 0.694204
0.015120 -0.124042 0.252356 0.695117
0.014213 -0.124128 0.252720 0.695830
0.015412 -0.124261 0.253063 0.696664
0.013778 -0.124332 0.253399 0.697270
0.014024 -0.124395 0.253701 0.698048
0.029962 -0.124437 0.253986 0.698629
0.016473 -0.124449 0.254161 0.699406
0.012872 -0.124405 0.254379 0.700006
0.014116 -0.124393 0.254549 0.700701
0.014593 -0.124339 0.254683 0.701246
0.013171 -0.124319 0.254817 0.701886
0.013660 -0.124261 0.254913 0.702397
0.011641 -0.124261 0.254913 0.702397
0.014553 -0.124241 0.255004 0.703022
0.014658 -0.124185 0.255075 0.703522
0.016333 -0.124161 0.255083 0.704157
0.015567 -0.124117 0.255162 0.704647
0.016871 -0.124128 0.255094 0.705298
0.019742 -0.124149 0.255187 0.705805
0.014404 -0.124225 0.255349 0.706433
0.017523 -0.124245 0.255517 0.706921
0.015220 -0.124363 0.255689 0.707546
0.016087 -0.124408 0.255846 0.708008
0.015819 -0.124553 0.255985 0.708634
0.015843 -0.124661 0.256034 0.709068
0.012869 -0.124809 0.256012 0.709695
0.011638 -0.124809 0.256012 0.709695
0.013188 -0.124904 0.256124 0.710155
0.013836 -0.125078 0.256202 0.710801
0.014731 -0.125209 0.256274 0.711251
0.014756 -0.125341 0.256284 0.711901
0.015686 -0.125365 0.256292 0.712313
0.014653 -0.125478 0.256310 0.712976
0.010956 -0.125478 0.256310 0.712976
0.014103 -0.125541 0.256253 0.713457
0.012903 -0.125655 0.256162 0.714169
0.013865 -0.125703 0.256094 0.714674
0.014386 -0.125848 0.256030 0.715426
0.012081 -0.125848 0.256030 0.715426
0.014399 -0.125914 0.256031 0.715924
0.012715 -0.126066 0.256007 0.716706
0.012955 -0.126092 0.256010 0.717186
0.012882 -0.126240 0.256099 0.717956
0.011963 -0.126240 0.256099 0.717956
0.013982 -0.126246 0.256221 0.718461
0.013974 -0.126319 0.256113 0.719165
0.014575 -0.126303 0.256186 0.719569
0.011853 -0.126376 0.256312 0.720250
0.011306 -0.126376 0.256312 0.720250
0.014449 -0.126384 0.256455 0.720700
0.013257 -0.126472 0.256560 0.721343
0.013519 -0.126531 0.256692 0.721780
0.010623 -0.126531 0.256692 0.721780
0.013684 -0.126649 0.256785 0.722445
0.013537 -0.126742 0.256816 0.722843
0.013903 -0.126778 0.256592 0.723506
0.012637 -0.126788 0.256695 0.723983
