Time X Y Z
0.016541 -0.186342 0.344691 0.464655
0.015247 -0.182909 0.333721 0.472069
0.014905 -0.179914 0.321735 0.478760
0.015790 -0.177204 0.311555 0.485339
0.015914 -0.174687 0.302106 0.492119
0.016415 -0.172367 0.293076 0.499353
0.015602 -0.169817 0.284559 0.506718
0.014975 -0.167460 0.276513 0.514360
0.014297 -0.165003 0.269476 0.522100
0.015134 -0.162864 0.263544 0.529898
0.013571 -0.162864 0.263544 0.529898
0.016085 -0.160557 0.259272 0.537780
0.014786 -0.158220 0.256226 0.545533
0.015663 -0.156037 0.252722 0.553546
0.014155 -0.154105 0.248833 0.561514
0.014964 -0.152404 0.244455 0.569717
0.015023 -0.150311 0.240146 0.577748
0.014292 -0.148910 0.235830 0.586010
0.015762 -0.147364 0.232106 0.593982
0.015294 -0.146179 0.228303 0.602113
0.016160 -0.146179 0.228303 0.602113
0.014535 -0.144772 0.224887 0.609902
0.016067 -0.143858 0.221319 0.617815
0.015303 -0.142609 0.218291 0.624801
0.015869 -0.141795 0.215732 0.632272
0.015574 -0.141092 0.213651 0.638524
0.016265 -0.140545 0.212199 0.645155
0.015354 -0.139898 0.210507 0.651009
0.015851 -0.139430 0.209541 0.657259
0.015634 -0.138738 0.209158 0.662351
0.014759 -0.137981 0.209188 0.666931
0.015579 -0.137271 0.210253 0.671375
0.015092 -0.136344 0.211665 0.675024
0.016226 -0.135622 0.213849 0.678660
0.014091 -0.135175 0.216022 0.682198
0.013428 -0.135175 0.216022 0.682198
0.017688 -0.134524 0.218763 0.685701
0.015820 -0.133746 0.221045 0.688702
0.015111 -0.132850 0.223556 0.691779
0.016118 -0.131770 0.226063 0.694257
0.015607 -0.130715 0.228587 0.696749
0.014971 -0.129567 0.231667 0.698789
0.015840 -0.128262 0.233952 0.701021
0.012708 -0.126910 0.236310 0.702645
0.018231 -0.125519 0.238871 0.704433
0.015880 -0.124331 0.241622 0.706023
0.015957 -0.122898 0.244590 0.707665
0.015044 -0.121753 0.246603 0.709091
0.015627 -0.120357 0.248356 0.710558
0.013420 -0.120357 0.248356 0.710558
0.016908 -0.119361 0.250028 0.711651
0.013794 -0.118107 0.251685 0.712775
0.015316 -0.117263 0.253357 0.713772
0.015348 -0.116137 0.255150 0.714657
0.013338 -0.115373 0.255876 0.715566
0.014071 -0.114479 0.256193 0.716586
0.015056 -0.113950 0.256624 0.717507
0.015590 -0.113334 0.257094 0.718342
0.014727 -0.113334 0.257094 0.718342
0.015111 -0.113158 0.257566 0.719142
0.015320 -0.112862 0.258473 0.719754
0.015584 -0.112908 0.259451 0.720172
0.015893 -0.112970 0.260525 0.720750
0.014364 -0.113453 0.261541 0.721245
0.016311 -0.113943 0.262373 0.721913
0.017075 -0.114805 0.263088 0.722373
0.014316 -0.115563 0.263575 0.722986
0.017913 -0.116757 0.262938 0.723534
0.016237 -0.117789 0.261603 0.724031
0.018355 -0.119176 0.260257 0.724406
0.019989 -0.120452 0.258832 0.724954
0.022086 -0.122010 0.256724 0.725588
0.018368 -0.123532 0.254321 0.726505
0.016303 -0.125399 0.251755 0.727471
0.015798 -0.127260 0.249020 0.728560
0.015017 -0.127260 0.249020 0.728560
0.015921 -0.129481 0.246582 0.729657
0.015452 -0.131453 0.244383 0.731008
0.015158 -0.133593 0.242483 0.732188
0.016020 -0.135467 0.240653 0.733727
0.016745 -0.137441 0.238390 0.735293
0.015851 -0.139143 0.235916 0.737072
0.017436 -0.140929 0.233487 0.738686
0.016353 -0.142528 0.231319 0.740475
0.017416 -0.144437 0.229345 0.742300
0.014924 -0.145978 0.227966 0.744300
0.016156 -0.147838 0.226922 0.746263
0.017229 -0.149283 0.225981 0.748738
0.017122 -0.151004 0.225243 0.751105
0.015658 -0.152209 0.224490 0.753932
0.015981 -0.153586 0.223087 0.756731
0.017378 -0.154284 0.221268 0.759908
0.016941 -0.155264 0.219347 0.763024
0.017652 -0.155599 0.217621 0.766509
0.021716 -0.156318 0.216688 0.769434
0.016056 -0.156329 0.216486 0.772843
0.016624 -0.156681 0.216237 0.774929
0.015537 -0.156289 0.216017 0.777046
0.016398 -0.156046 0.215684 0.779102
0.015661 -0.155114 0.215540 0.780975
0.016589 -0.154566 0.215426 0.782775
0.016144 -0.153569 0.215608 0.784513
0.015895 -0.153032 0.215884 0.786082
0.015560 -0.152091 0.216347 0.787409
0.016701 -0.151834 0.217109 0.788813
0.016535 -0.151066 0.218145 0.789894
0.019123 -0.150675 0.218695 0.790897
0.015829 -0.149586 0.219831 0.791751
0.015557 -0.149363 0.220979 0.792712
0.031013 -0.148442 0.222014 0.793607
0.017090 -0.148135 0.222879 0.794556
0.016432 -0.147155 0.223447 0.795524
0.019880 -0.146845 0.224169 0.796576
0.016323 -0.146085 0.224832 0.797567
0.016477 -0.145923 0.225186 0.798680
0.016012 -0.145303 0.225484 0.799810
0.016477 -0.145091 0.225719 0.801011
0.015255 -0.144621 0.226102 0.802216
0.015141 -0.144528 0.226625 0.803363
0.016310 -0.144042 0.227227 0.804413
0.017161 -0.144026 0.227691 0.805503
0.016297 -0.143527 0.227805 0.806582
0.015806 -0.143500 0.228123 0.807707
0.014538 -0.143214 0.228572 0.808743
0.015336 -0.143243 0.229105 0.809808
0.015417 -0.142927 0.229704 0.810743
0.015107 -0.142854 0.230195 0.811720
0.014292 -0.142854 0.230195 0.811720
0.015552 -0.142496 0.230748 0.812541
0.015542 -0.142372 0.231126 0.813446
0.018679 -0.142001 0.231628 0.814192
0.017942 -0.141828 0.232177 0.815175
0.017084 -0.141344 0.232754 0.816030
0.016685 -0.141127 0.233292 0.817059
0.017555 -0.140632 0.233871 0.817867
0.027294 -0.140319 0.234379 0.818844
0.020725 -0.139798 0.234887 0.819524
0.016950 -0.139401 0.235261 0.820637
0.020744 -0.138999 0.235793 0.821523
0.026481 -0.138621 0.236442 0.822764
0.017806 -0.138199 0.237155 0.823848
0.018867 -0.137755 0.237733 0.824974
0.018096 -0.137192 0.238328 0.825919
0.017219 -0.136663 0.238826 0.826922
0.020163 -0.136054 0.239390 0.827661
0.018169 -0.135402 0.239906 0.828605
0.021867 -0.134664 0.240453 0.829223
0.017996 -0.133926 0.241035 0.830094
0.017277 -0.133092 0.241714 0.830708
0.016604 -0.132346 0.242147 0.831484
0.020978 -0.131648 0.242830 0.832078
