Pseudo;SCIndex;PushName;angle;mass;height;StepIndex;Impulse;MaxForce;PerturbationDuration;StepFrame;EscapeTtb;EscapeDtb;EscapeMoS;MinTtb;MinMoS;MinDtb;MaxSpeed;MinCpred;CrossoverIndex;MinTtr;MaxTheta_trunk;MaxOmega_trunk;MaxLinMom_xf;MaxAngMom_yf;MaxAngMom_z;Max_KE;Max_lin_KE;Max_angle_KE;Final_CoM_x;Final_CoM_y
DER0594A;0;PL0_1;0;75.0;1.82;0;23.89385914565077;74.79767467280521;0.785;1415;0;0;1000.0;1.8789203120841997;0.12533614128372744;0.1258161291147331;0.10192019103056364;-19163.09309301796;0;3.1829570942045016;0.04745878497996465;-0.486187038424345;7.36287007705119;1.76589417029174;0.238896507296063;0.58199343139144;0.7824169167075562;0.012815956578307171;-0.00255380352762158;0.00634616297928325
DER0594A;0;PL0_2;0;75.0;1.82;0;22.671840479856446;76.53383011113256;0.685;1443;0;0;1000.0;1.559156347802651;0.13978696509086064;0.14438299146627462;0.12228741968244138;-11514.597070311342;0;2.0541024260159233;0.09627149728669712;0.7469868021625546;8.95893746714045;3.26976646323905;-0.127068488496152;1.31201595821134;1.1266626706649892;0.008122065497378868;0.00381891026867565;0.0113488934592972
CRR1297A;0;PH0_1;0;63.6;1.7;2;41.34775525902699;82.61650419098599;0.99;1291;0.3319810407073931;0.09131915351003114;0.005643556313178136;0.34131569786799987;0.008113575324806555;0.09276981311204019;0.2718006048110858;-21249.491351596203;1.0;5.406995181634377;0.09622495207583279;0.2800698868722279;26.9176888585754;3.31891014633529;-0.999020304177887;3.0269093447661;4.7737812034052824;0.04195921127305639;-0.467395105548537;-0.161837060038197
CRR1297A;0;PH0_2;0;63.6;1.7;2;33.100709051905014;78.16961006172954;0.89;1392;0.34428269161329494;0.10760886095340969;0.01052733739444421;0.35349762108514216;0.01324356599650852;0.10913769765164229;0.3087367244979444;-86.47020886901447;1.0;2.4953208317215747;0.1404226773876572;0.5927119863912589;24.203233885889;3.1771701361394;-0.432149269097793;3.64552562857556;6.109825585260317;0.050670585644717395;-0.479946708444084;-0.226640634693537
CRR1297A;0;PM0_1;0;63.6;1.7;2;35.98946358884547;83.02676102198589;0.9450000000000001;1142;0.27450866580861816;0.07935386357137349;-0.010330817890869391;0.28143960839919835;-0.008275980174048134;0.08085653667800231;0.28729622364778923;-6203.023991583795;1.0;3.6802356103115246;0.14358843967385682;0.4023851864833408;20.7858998708079;4.02993281652548;-0.728408595568906;3.62314475406438;5.323477824185397;0.09991779218922538;-0.391289742889244;-0.183847952736024
CRR1297A;0;PM0_2;0;63.6;1.7;2;30.4675605109347;79.37995408027513;0.905;1046;0.49526289151379904;0.1086233166594259;0.040370140552947346;0.5068437521648468;0.042298420534918016;0.10957864185831344;0.21619807167451063;-114.88832046328426;-1.0;9.45685594408247;0.04455515151392474;-0.16279726160340102;19.8529868041737;1.92070513925209;-0.849612023497123;1.72311797427483;2.985510923530807;0.0029120061374852705;-0.297505735164522;-0.158716097430906
CRR1297A;0;PL0_1;0;63.6;1.7;0;14.666022341596259;50.45939591428337;0.7000000000000001;1483;0;0;1000.0;1.0809191916460883;0.09131410336758224;0.09404615410073411;0.12424449946211724;-5964.102076683635;0;4.939431481070814;0.10133001048061116;0.29974583037664926;7.91743363874141;1.46526148555853;0.17486797165244;0.678575961675693;0.9855797341230884;0.046121323250524184;-0.00237669836233279;-0.00601179533623586
CRR1297A;0;PL0_2;0;63.6;1.7;0;18.431643384996008;63.29761085429233;0.67;1518;0;0;1000.0;0.864508275604987;0.08206519774048342;0.09084788077706227;0.15194695256740606;-914.5170749760086;0;2.1538968866893327;0.15534675022090844;-0.679353582106841;9.60505745328179;1.77635701889018;0.352898849070938;1.01493540778684;1.471698192119684;0.09618271073156527;-0.00387367866081956;0.00342026445181964
PUC0783A;0;PH0_1;0;100.6;1.745;0;32.92016062375361;68.72550904416894;1.0050000000000001;1688;0;0;1000.0;0.3256638035680044;0.0033740949380550943;0.03905169354741255;0.27288794379667414;-539.9022824364207;0;2.4644065156983648;0.15905950206024644;0.5832889547802006;25.7431387517247;14.9280361376256;0.906130943136799;13.0070140901939;3.5918390829120495;0.30110661711764014;-0.00585930512015054;0.01493696380832
PUC0783A;0;PH0_2;0;100.6;1.745;0;47.098595924068775;90.36821753347752;1.0050000000000001;1465;0;0;1000.0;0.27869700183284024;-0.005737391786239425;0.01575608343730924;0.2502681344424309;-1658.021206837972;0;1.932650536348737;0.12694388390343522;-0.762140084215665;24.1219776656084;14.3278118855819;1.36043200804388;13.4206908328768;3.935354951013654;0.06534513227890859;0.00421617431832355;0.0343080995697314
PUC0783A;0;PM0_1;0;100.6;1.745;0;28.06368654197168;62.04699429759976;0.8300000000000001;1480;0;0;1000.0;0.9009984314786073;0.07637063562407667;0.08772229033474453;0.13808565044123175;-5382.290729497205;0;6.651118222750702;0.07514200954019132;0.22708707026897132;13.6955560647908;2.48224045813593;-0.319483498010315;1.25847055166419;1.929704638299835;0.010942060202701297;0.0172299155591482;-0.000747189796413195
PUC0783A;0;PM0_2;0;100.6;1.745;0;30.350725859865456;57.33573919306145;1.035;1523;0;0;1000.0;0.49743954965412734;0.020470359442754216;0.03368084546098635;0.16121572712555285;-1326.1747196843305;0;9.929633263353084;0.062471278229091654;0.15245169585115237;14.9432656805243;4.94663689145275;-0.243654139684583;2.27574845306743;2.6139676485412435;0.014139397123100785;0.012009484275693;-0.00554394885083942
PUC0783A;0;PL0_1;0;100.6;1.745;0;17.567644795841694;70.05549016117588;0.65;1485;0;0;1000.0;1.0355856284529334;0.09699621522443345;0.09868077875599969;0.1416422706780315;-935.3742768648852;0;8.104638392587706;0.06534609498870879;-0.18792149792966062;13.8893010910663;2.99970816449815;-0.374487870065082;2.659233155988;1.343253521296418;0.02965396271391663;0.00276634221111349;0.00376524033796244
