Time X Y Z
0.100000 -0.000000 2.036861 -0.005862
0.016481 0.000000 2.034139 -0.005862
0.015674 0.000000 2.034139 -0.005862
0.015435 0.000000 2.028694 -0.005862
0.019806 -0.000000 2.020528 -0.005862
0.015465 0.000000 2.009639 -0.005862
0.016194 0.000000 2.009639 -0.005862
0.014656 -0.000000 1.996028 -0.005862
0.014319 0.000000 1.979694 -0.005862
0.015147 0.000000 1.960639 -0.005862
0.016872 -0.000000 1.938861 -0.005862
0.017367 -0.000000 1.914361 -0.005862
0.017960 -0.000000 1.887139 -0.005862
0.015951 -0.000000 1.857194 -0.005862
0.016358 -0.000000 1.824528 -0.005862
0.016125 -0.000000 1.789139 -0.005862
0.015046 -0.000000 1.751028 -0.005862
0.014187 -0.000000 1.710194 -0.005862
0.014278 0.000000 1.666639 -0.005862
0.017251 -0.000000 1.620361 -0.005862
0.014341 0.000000 1.571361 -0.005862
0.015055 -0.000000 1.519639 -0.005862
0.015145 -0.000000 1.465194 -0.005862
0.015516 -0.000000 1.465194 -0.005862
0.015994 -0.000000 1.408028 -0.005862
0.016260 -0.000000 1.348139 -0.005862
0.015141 -0.000000 1.285528 -0.005862
0.015697 -0.000024 1.241513 -0.005489
0.015428 -0.000123 1.213320 -0.004498
0.016432 -0.001959 1.193915 -0.002818
0.016144 -0.003737 1.182730 0.000837
0.016113 -0.006931 1.177768 0.005032
0.015405 -0.010472 1.178887 0.009343
0.015575 -0.014430 1.182785 0.013726
0.015723 -0.018927 1.190401 0.019010
0.014373 -0.024316 1.197181 0.024033
0.015346 -0.029924 1.205714 0.030210
0.015536 -0.035413 1.211644 0.036691
0.016210 -0.040982 1.217505 0.043045
0.016144 -0.046580 1.220715 0.049650
0.014526 -0.046580 1.220715 0.049650
0.015940 -0.052070 1.222611 0.055761
0.016397 -0.057348 1.222187 0.061317
0.015664 -0.062438 1.220259 0.067159
0.015973 -0.067460 1.215897 0.072580
0.016947 -0.072533 1.210615 0.078418
0.014566 -0.077661 1.202846 0.084065
0.016411 -0.083050 1.194573 0.089933
0.014941 -0.088335 1.183873 0.095356
0.015295 -0.093809 1.172542 0.101191
0.016314 -0.099431 1.158853 0.106584
0.016453 -0.104864 1.144674 0.112500
0.015475 -0.110125 1.128143 0.118247
0.014893 -0.115513 1.110551 0.124076
0.016315 -0.121169 1.090632 0.129624
0.015114 -0.126734 1.070192 0.135439
0.016125 -0.132157 1.047324 0.141312
0.016237 -0.137682 1.022977 0.146958
0.015577 -0.137682 1.022977 0.146958
0.017138 -0.143276 0.996590 0.152233
0.015500 -0.149081 0.969269 0.157813
0.016591 -0.154927 0.939799 0.162831
0.017246 -0.160731 0.909954 0.168467
0.018525 -0.166598 0.877804 0.174166
0.016481 -0.172210 0.845034 0.179901
0.017600 -0.178254 0.810232 0.184704
0.017166 -0.183610 0.775319 0.190839
0.016259 -0.188984 0.738291 0.197124
0.015595 -0.194631 0.700224 0.203178
0.016384 -0.199982 0.660852 0.208889
0.014254 -0.199982 0.660852 0.208889
0.016689 -0.205738 0.620959 0.214587
0.015351 -0.211424 0.580176 0.219950
0.017702 -0.217419 0.538695 0.225708
0.016713 -0.223142 0.498505 0.232275
0.016880 -0.229709 0.461908 0.238924
0.017480 -0.236724 0.442381 0.247735
0.016815 -0.244839 0.428289 0.255080
0.015723 -0.253784 0.417880 0.265423
0.015434 -0.262459 0.410313 0.272651
0.015434 -0.270234 0.402998 0.283312
0.016932 -0.279416 0.396225 0.296101
0.016419 -0.287696 0.390547 0.306626
0.015585 -0.297141 0.385653 0.315347
0.015969 -0.306027 0.380338 0.326459
0.017013 -0.314153 0.374925 0.336717
0.016346 -0.319279 0.370507 0.344107
0.017424 -0.323968 0.366218 0.354138
0.015451 -0.333339 0.361744 0.358848
0.017552 -0.339293 0.358097 0.361796
0.016729 -0.345752 0.355502 0.363233
0.015343 -0.353616 0.355594 0.364180
0.019795 -0.361710 0.356671 0.368252
0.017883 -0.369291 0.357325 0.373908
0.015871 -0.376761 0.358289 0.376026
0.015690 -0.385753 0.360487 0.376353
0.016644 -0.394737 0.364447 0.380656
0.016145 -0.402912 0.368020 0.384884
0.016681 -0.410095 0.370921 0.387653
0.018093 -0.417453 0.373638 0.389002
0.015869 -0.424171 0.376051 0.390263
0.015986 -0.430248 0.377788 0.391363
0.015878 -0.436169 0.378973 0.390938
0.016485 -0.440709 0.380234 0.390241
0.017037 -0.445233 0.381418 0.389001
0.018846 -0.448483 0.381996 0.388313
0.018761 -0.452045 0.382245 0.387939
0.016038 -0.454351 0.382266 0.387926
0.015660 -0.456430 0.382354 0.387084
0.016252 -0.457874 0.382830 0.386129
0.015486 -0.459149 0.383661 0.385059
0.015627 -0.460216 0.383825 0.382971
0.016189 -0.461092 0.385226 0.380223
0.015367 -0.461948 0.386935 0.377561
0.016055 -0.463267 0.388473 0.375733
0.016735 -0.464394 0.389743 0.373484
0.017667 -0.464623 0.390400 0.370907
0.014252 -0.464161 0.390784 0.368808
0.018797 -0.463555 0.391615 0.367434
0.016881 -0.462020 0.391870 0.366019
0.015457 -0.459954 0.391916 0.364473
0.015445 -0.457082 0.391404 0.362549
0.016555 -0.454417 0.391198 0.359573
0.015464 -0.452172 0.392700 0.357388
0.019553 -0.450482 0.394457 0.355664
0.016482 -0.449669 0.396756 0.352175
0.015610 -0.447675 0.399070 0.350220
0.022678 -0.445857 0.401013 0.348211
0.017699 -0.444461 0.402491 0.346335
0.016997 -0.442273 0.404311 0.343627
0.018868 -0.438720 0.405067 0.340508
0.018022 -0.434231 0.406556 0.337117
0.018421 -0.430659 0.406751 0.334612
0.018141 -0.426021 0.405245 0.332485
0.014955 -0.422469 0.404157 0.329450
0.017456 -0.416917 0.402603 0.327689
0.016618 -0.409474 0.401447 0.325258
0.015222 -0.402076 0.400781 0.326638
0.016472 -0.394241 0.399276 0.328336
0.016006 -0.386076 0.397313 0.331124
0.016427 -0.378179 0.395310 0.333694
0.015742 -0.370118 0.392152 0.336806
0.015293 -0.370118 0.392152 0.336806
0.017261 -0.361341 0.388821 0.339868
0.016001 -0.352335 0.384957 0.342980
0.015981 -0.343887 0.381220 0.345681
0.016209 -0.334787 0.377692 0.349141
0.016354 -0.326243 0.374667 0.351584
0.016289 -0.316061 0.372052 0.355172
0.016307 -0.306245 0.370029 0.358040
0.015931 -0.295183 0.367369 0.361142
0.015836 -0.285182 0.365707 0.363596
0.016458 -0.274877 0.363446 0.367131
0.015923 -0.264962 0.361189 0.369823
0.014667 -0.254437 0.359217 0.374330
0.014649 -0.244570 0.358227 0.377212
0.016892 -0.234136 0.357291 0.380356
0.018468 -0.223330 0.357609 0.382067
0.016409 -0.212333 0.358101 0.383706
0.015320 -0.201302 0.359663 0.383063
0.015729 -0.189814 0.362065 0.384072
0.016409 -0.179341 0.365721 0.383917
0.016226 -0.167994 0.369856 0.384105
0.016261 -0.157851 0.373816 0.384013
0.014600 -0.147060 0.377921 0.383435
0.015215 -0.136892 0.381584 0.383059
0.015662 -0.126407 0.385813 0.382261
0.015432 -0.117217 0.389631 0.381044
0.015066 -0.117217 0.389631 0.381044
0.015885 -0.108439 0.393448 0.379598
0.015576 -0.101083 0.396948 0.378534
0.015887 -0.092904 0.400404 0.377228
0.015298 -0.085125 0.402810 0.376697
0.016560 -0.077071 0.404240 0.376376
0.016910 -0.069433 0.405393 0.376279
0.015564 -0.061731 0.406154 0.375815
0.014573 -0.054845 0.406430 0.375423
0.016581 -0.047655 0.406476 0.374930
0.014985 -0.041139 0.406239 0.373964
0.016422 -0.034602 0.405509 0.372480
0.014870 -0.028537 0.405265 0.370918
0.015261 -0.021371 0.405118 0.370052
0.016949 -0.014152 0.405759 0.368431
0.015531 -0.005748 0.406680 0.367183
0.016712 0.002286 0.408017 0.366249
0.015981 0.010410 0.409481 0.365417
0.016190 0.017997 0.411819 0.362431
0.015684 0.017997 0.411819 0.362431
0.016327 0.024298 0.414821 0.358798
0.016298 0.029462 0.416621 0.355241
0.015289 0.035761 0.417955 0.352503
0.016284 0.042229 0.417960 0.349288
0.017469 0.048127 0.417929 0.346958
0.016113 0.053761 0.417634 0.344207
0.016126 0.058730 0.417144 0.342397
0.015409 0.063391 0.416211 0.341204
0.016451 0.067638 0.414962 0.340169
0.015723 0.071484 0.413556 0.339482
0.017796 0.075447 0.413112 0.339290
0.016550 0.081128 0.413127 0.338306
0.017743 0.087044 0.414580 0.339117
0.019307 0.092184 0.416618 0.339895
0.018005 0.097095 0.417853 0.340486
0.015717 0.100869 0.420042 0.339133
0.016486 0.104145 0.422573 0.337985
0.016494 0.106527 0.425683 0.335638
0.016059 0.108290 0.429230 0.335192
0.016024 0.109635 0.434115 0.333552
0.016755 0.110884 0.438463 0.331500
0.016223 0.111695 0.442351 0.328945
0.016705 0.113056 0.446085 0.326812
0.015603 0.113338 0.449196 0.325264
0.015622 0.113911 0.452112 0.322851
0.016921 0.113839 0.454971 0.320252
0.016759 0.113521 0.458153 0.317241
0.016604 0.113003 0.460671 0.314699
0.015319 0.113024 0.461914 0.312329
0.015954 0.113623 0.462047 0.309446
0.016416 0.114478 0.461259 0.306072
0.016470 0.115045 0.460419 0.304043
0.015450 0.116353 0.459665 0.301438
0.015852 0.117438 0.458552 0.299722
0.015415 0.118855 0.457939 0.297382
0.016152 0.120798 0.457249 0.295044
0.016101 0.122460 0.456836 0.291890
0.016008 0.124364 0.456241 0.290049
0.015394 0.127917 0.456375 0.286440
0.015097 0.133136 0.456074 0.283317
0.015834 0.138961 0.455993 0.279268
0.017986 0.145780 0.455439 0.277792
0.017437 0.153859 0.453820 0.274567
0.016006 0.160669 0.452319 0.272894
0.015359 0.167269 0.451701 0.269298
0.016741 0.174289 0.451082 0.266632
0.015843 0.181026 0.449642 0.264222
0.014768 0.181026 0.449642 0.264222
0.015600 0.188286 0.448231 0.262957
0.016535 0.196396 0.447026 0.260195
0.015182 0.204393 0.445889 0.260177
0.015633 0.209543 0.445681 0.259461
0.016000 0.215210 0.446224 0.259595
0.015133 0.221148 0.447752 0.258462
0.015659 0.228406 0.449561 0.258602
0.016876 0.237292 0.453100 0.258500
0.014861 0.244823 0.455933 0.257147
0.016629 0.251871 0.459185 0.257446
0.015316 0.258361 0.461848 0.258918
0.017209 0.264439 0.464737 0.257345
0.019602 0.270571 0.466320 0.254783
0.019855 0.276721 0.466098 0.251923
0.017481 0.282664 0.466554 0.250076
