Time X Y Z
0.016263 -0.023837 0.347696 0.278919
0.017030 -0.024150 0.344857 0.278311
0.017597 -0.024250 0.342504 0.278262
0.017264 -0.024376 0.339613 0.278085
0.017485 -0.024625 0.336633 0.278423
0.017176 -0.024845 0.332790 0.278653
0.016092 -0.024748 0.328806 0.279056
0.018229 -0.024450 0.324395 0.279290
0.017086 -0.024471 0.319594 0.280105
0.018024 -0.023993 0.314744 0.280523
0.019390 -0.023808 0.309898 0.280940
0.016633 -0.023556 0.305411 0.281194
0.016963 -0.023497 0.301187 0.281559
0.016383 -0.023554 0.297069 0.281822
0.016438 -0.023602 0.291864 0.282487
0.016701 -0.023900 0.286462 0.282997
0.016702 -0.024447 0.281282 0.283735
0.016856 -0.025073 0.276425 0.284294
0.017710 -0.026035 0.271702 0.284459
0.016495 -0.026677 0.266009 0.284206
0.025000 -0.027887 0.260210 0.284087
0.018651 -0.028426 0.255057 0.283485
0.016086 -0.029193 0.250644 0.282991
0.019304 -0.029785 0.247064 0.282078
0.016773 -0.030053 0.242311 0.281383
0.016765 -0.030295 0.236616 0.280549
0.016593 -0.030704 0.231391 0.279367
0.016109 -0.030888 0.228692 0.277916
0.016397 -0.031040 0.225227 0.276339
0.017834 -0.030801 0.221855 0.274546
0.016502 -0.030751 0.219266 0.272579
0.017248 -0.030455 0.217908 0.270484
0.016792 -0.029838 0.215911 0.268634
0.017831 -0.029078 0.213725 0.266709
0.016989 -0.028120 0.212491 0.264832
0.016847 -0.027022 0.212329 0.262891
0.018097 -0.025620 0.210871 0.260975
0.015789 -0.024295 0.209002 0.259217
0.017533 -0.022909 0.207473 0.257397
0.016799 -0.021437 0.207115 0.255781
0.017507 -0.019852 0.208747 0.254211
0.017316 -0.018461 0.211403 0.252649
0.015705 -0.017123 0.212785 0.251059
0.015474 -0.017123 0.212785 0.251059
0.016200 -0.015979 0.213289 0.249669
0.016177 -0.014912 0.213359 0.248248
0.015817 -0.013952 0.213856 0.246971
0.016643 -0.012876 0.214747 0.245575
0.017270 -0.011671 0.214459 0.244398
0.017603 -0.010494 0.213548 0.243102
0.017116 -0.009423 0.212947 0.241758
0.017599 -0.008225 0.212931 0.240635
0.016671 -0.007241 0.213626 0.239361
0.016236 -0.005989 0.213113 0.238220
0.015234 -0.004999 0.212015 0.236994
0.015350 -0.003974 0.211288 0.235762
0.015770 -0.003033 0.211223 0.234653
0.015500 -0.002133 0.211949 0.233521
0.016721 -0.001182 0.211496 0.232555
0.015798 -0.000284 0.210477 0.231595
0.016407 0.000441 0.209817 0.230580
0.017036 0.001253 0.209758 0.229862
0.018296 0.001744 0.210430 0.229055
0.018774 0.002493 0.209858 0.228484
0.016910 0.002895 0.208675 0.227815
0.015787 0.003380 0.207645 0.227358
0.015362 0.003617 0.206945 0.227053
0.016844 0.003777 0.204979 0.226779
0.015900 0.003798 0.203479 0.226397
0.016045 0.003831 0.202462 0.226287
0.015940 0.003278 0.202350 0.226142
0.016146 0.002692 0.202649 0.226624
0.015792 0.001674 0.202551 0.227030
0.016384 0.000665 0.202020 0.227920
0.015581 -0.000042 0.201456 0.228536
0.016402 -0.000814 0.201124 0.229437
0.015808 -0.001322 0.200990 0.229890
0.014651 -0.001856 0.200905 0.230505
0.016065 -0.002319 0.200296 0.230752
0.016285 -0.002763 0.199662 0.231279
0.014993 -0.003036 0.199107 0.231439
0.016072 -0.003239 0.198673 0.231851
0.014972 -0.003238 0.198321 0.231956
0.014511 -0.003238 0.198321 0.231956
0.017458 -0.003181 0.198031 0.232330
0.017326 -0.002990 0.197697 0.232426
0.016626 -0.002718 0.197307 0.232876
0.015628 -0.002421 0.196749 0.232995
0.017110 -0.002065 0.196055 0.233470
0.015743 -0.001705 0.195167 0.233593
0.015922 -0.001330 0.194071 0.233967
0.015514 -0.000924 0.192882 0.233974
0.015495 -0.000524 0.191680 0.234210
0.016548 -0.000070 0.190505 0.234079
0.015568 0.000347 0.189365 0.234192
0.014901 0.000844 0.188262 0.233964
0.016428 0.001472 0.186824 0.233946
0.015850 0.002153 0.185672 0.233709
0.016273 0.002655 0.184535 0.233677
0.015524 0.003076 0.183687 0.233510
0.015896 0.003464 0.183349 0.233541
0.016457 0.003716 0.183326 0.233512
0.015772 0.003929 0.183437 0.233576
0.016279 0.004038 0.183541 0.233572
0.016653 0.004110 0.183666 0.233579
0.018459 0.004137 0.183751 0.233510
0.017385 0.004153 0.183844 0.233533
0.015637 0.004175 0.183883 0.233475
0.015725 0.004177 0.183938 0.233498
0.016893 0.004235 0.183907 0.233413
0.015723 0.004238 0.183882 0.233474
0.014906 0.004257 0.183813 0.233463
