q0 qdot0 tau0 q1 qdot1 tau1 q2 qdot2 tau2 q3 qdot3 tau3 q4 qdot4 tau4 q5 qdot5 tau5 q6 qdot6 tau6 q7 qdot7 tau7 q8 qdot8 tau8 q9 qdot9 tau9 q10 qdot10 tau10 q11 qdot11 tau11 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.961034 0.411179 1.39252 -4.3091 0 0 0 0 0 0 0.550478 0 10.843 0.507655 0 7.94363 0 0 0 0.847034 0 0.269064 -1.90056 0 -40.0971 -0.856252 0 -12.7782 0 0 0 1.91422 0 0.596959 
0 0 0.909597 0.411179 1.39252 -4.24455 0 0 0 0 0 0 0.550478 0 10.8492 0.507655 0 8.17624 0 0 0 0.847034 0 0.269064 -1.90056 0 -39.7331 -0.856252 0 -12.6468 0 0 0 1.91422 0 0.596959 
0 0 0.909597 0.411179 1.39252 -4.24455 0 0 0 0 0 0 0.550478 0 10.8492 0.507655 0 8.17624 0 0 0 0.847034 0 0.269064 -1.90056 0 -39.7331 -0.856252 0 -12.6468 0 0 0 1.91422 0 0.596959 
0 0 1.75156 5.70819 3.31191 41.9539 0 0 0 0 0 0 -0.684546 0 -6.00027 -0.697518 0 -10.8344 0 0 0 0.801829 0 0.25836 -2.6149 0 -24.5947 -0.822065 0 5.43367 0 0 0 2.64377 0 0.821328 
0 0 1.68851 5.70819 3.31191 42.0146 0 0 0 0 0 0 -0.684546 0 -6.04603 -0.697518 0 -10.6437 0 0 0 0.801829 0 0.25836 -2.6149 0 -24.3192 -0.822065 0 5.46124 0 0 0 2.64377 0 0.821328 
0 0 1.68851 5.70819 3.31191 42.0146 0 0 0 0 0 0 -0.684546 0 -6.04603 -0.697518 0 -10.6437 0 0 0 0.801829 0 0.25836 -2.6149 0 -24.3192 -0.822065 0 5.46124 0 0 0 2.64377 0 0.821328 
0 0 1.68851 5.70819 3.31191 42.0146 0 0 0 0 0 0 -0.684546 0 -6.04603 -0.697518 0 -10.6437 0 0 0 0.801829 0 0.25836 -2.6149 0 -24.3192 -0.822065 0 5.46124 0 0 0 2.64377 0 0.821328 
0 0 2.45365 3.64893 5.00487 -20.3979 0 0 0 0 0 0 -2.18575 0 -14.5674 -2.00958 0 -19.6947 0 0 0 0.557136 0 0.184189 -2.99582 0 -22.9221 -0.585892 0 11.4907 0 0 0 3.03523 0 0.940991 
0 0 2.38221 3.64893 5.00487 -20.3454 0 0 0 0 0 0 -2.18575 0 -14.6621 -2.00958 0 -19.558 0 0 0 0.557136 0 0.184189 -2.99582 0 -22.7563 -0.585892 0 11.4096 0 0 0 3.03523 0 0.940991 
0 0 2.38221 3.64893 5.00487 -20.3454 0 0 0 0 0 0 -2.18575 0 -14.6621 -2.00958 0 -19.558 0 0 0 0.557136 0 0.184189 -2.99582 0 -22.7563 -0.585892 0 11.4096 0 0 0 3.03523 0 0.940991 
0 0 -1.09054 8.90027 6.55193 44.1833 0 0 0 0 0 0 -2.85288 0 -17.5226 -3.37524 0 -22.114 0 0 0 0.396533 0 0.136387 -3.17725 0 -15.2727 -0.433616 0 5.30534 0 0 0 3.22207 0 0.998018 
0 0 -1.05508 8.90027 6.55193 44.1528 0 0 0 0 0 0 -2.85288 0 -17.499 -3.37524 0 -22.2142 0 0 0 0.396533 0 0.136387 -3.17725 0 -15.4148 -0.433616 0 5.29669 0 0 0 3.22207 0 0.998018 
0 0 -1.05508 8.90027 6.55193 44.1528 0 0 0 0 0 0 -2.85288 0 -17.499 -3.37524 0 -22.2142 0 0 0 0.396533 0 0.136387 -3.17725 0 -15.4148 -0.433616 0 5.29669 0 0 0 3.22207 0 0.998018 
0 0 -0.0183732 3.48941 6.90596 -50.5288 0 0 0 0 0 0 -4.23286 0 -28.1116 -3.27503 0 -12.4231 0 0 0 0.0502231 0 0.0282428 -3.63145 0 -25.9063 -0.0893927 0 11.7628 0 0 0 3.69043 0 1.14068 
0 0 -0.0168292 3.48941 6.90596 -50.532 0 0 0 0 0 0 -4.23286 0 -28.1182 -3.27503 0 -12.4382 0 0 0 0.0502231 0 0.0282428 -3.63145 0 -25.9331 -0.0893927 0 11.7454 0 0 0 3.69043 0 1.14068 
0 0 -0.0168292 3.48941 6.90596 -50.532 0 0 0 0 0 0 -4.23286 0 -28.1182 -3.27503 0 -12.4382 0 0 0 0.0502231 0 0.0282428 -3.63145 0 -25.9331 -0.0893927 0 11.7454 0 0 0 3.69043 0 1.14068 
0 0 -0.0168292 3.48941 6.90596 -50.532 0 0 0 0 0 0 -4.23286 0 -28.1182 -3.27503 0 -12.4382 0 0 0 0.0502231 0 0.0282428 -3.63145 0 -25.9331 -0.0893927 0 11.7454 0 0 0 3.69043 0 1.14068 
0 0 -0.115441 8.28769 7.76587 30.3783 0 0 0 0 0 0 -3.6115 0 -11.2094 -4.09606 0 -24.1182 0 0 0 0.219868 0 0.0863714 -3.67027 0 -19.4053 -0.274086 0 2.29927 0 0 0 3.73028 0 1.15291 
0 0 -0.114916 8.28769 7.76587 30.3765 0 0 0 0 0 0 -3.6115 0 -11.2147 -4.09606 0 -24.1279 0 0 0 0.219868 0 0.0863714 -3.67027 0 -19.423 -0.274086 0 2.28632 0 0 0 3.73028 0 1.15291 
0 0 -0.114916 8.28769 7.76587 30.3765 0 0 0 0 0 0 -3.6115 0 -11.2147 -4.09606 0 -24.1279 0 0 0 0.219868 0 0.0863714 -3.67027 0 -19.423 -0.274086 0 2.28632 0 0 0 3.73028 0 1.15291 
0 0 -0.0753926 4.47643 8.04116 -42.1035 0 0 0 0 0 0 -4.58049 0 -26.8602 -4.12832 0 -18.0887 0 0 0 -0.101195 0 -0.0146329 -3.91328 0 -24.5325 0.0473733 0 12.3448 0 0 0 3.98187 0 1.22924 
0 0 -0.0758147 4.47643 8.04116 -42.1022 0 0 0 0 0 0 -4.58049 0 -26.8567 -4.12832 0 -18.0822 0 0 0 -0.101195 0 -0.0146329 -3.91328 0 -24.5207 0.0473733 0 12.3532 0 0 0 3.98187 0 1.22924 
0 0 -0.0758147 4.47643 8.04116 -42.1022 0 0 0 0 0 0 -4.58049 0 -26.8567 -4.12832 0 -18.0822 0 0 0 -0.101195 0 -0.0146329 -3.91328 0 -24.5207 0.0473733 0 12.3532 0 0 0 3.98187 0 1.22924 
