c1x c1z c2x c2z c3x c3z c4x c4z c5x c5z c6x c6z c7x c7z c8x c8z X Z vX vZ
0.149112 -0.057226 0.341605 -0.055577 0.151716 -0.361215 0.344209 -0.359566 -0.312453 -0.055994 -0.119960 -0.057692 -0.315134 -0.359982 -0.122641 -0.361680 0.014550 -0.259002 0.039408 -0.072448
0.147780 -0.055934 0.340273 -0.054287 0.150382 -0.359923 0.342875 -0.358275 -0.309385 -0.056132 -0.116893 -0.057828 -0.312063 -0.360120 -0.119571 -0.361816 0.015418 -0.258426 0.046731 -0.065601
0.146503 -0.057254 0.338996 -0.055609 0.149100 -0.361243 0.341593 -0.359598 -0.309390 -0.056220 -0.116897 -0.057915 -0.312067 -0.360208 -0.119574 -0.361904 0.014777 -0.259130 0.036338 -0.073556
0.145268 -0.056057 0.337761 -0.054414 0.147862 -0.360046 0.340355 -0.358403 -0.306364 -0.056368 -0.113871 -0.058065 -0.309043 -0.360356 -0.116550 -0.362053 0.015670 -0.258607 0.043691 -0.063773
0.143931 -0.057441 0.336424 -0.055801 0.146522 -0.361430 0.339015 -0.359790 -0.306367 -0.056429 -0.113874 -0.058125 -0.309046 -0.360417 -0.116553 -0.362113 0.014999 -0.259330 0.032625 -0.070012
0.142700 -0.056251 0.335193 -0.054612 0.145289 -0.360240 0.337782 -0.358601 -0.303556 -0.056588 -0.111063 -0.058286 -0.306238 -0.360576 -0.113746 -0.362274 0.015787 -0.258815 0.039452 -0.060935
0.141440 -0.057557 0.333933 -0.055920 0.144026 -0.361546 0.336519 -0.359909 -0.303553 -0.056541 -0.111061 -0.058240 -0.306236 -0.360529 -0.113743 -0.362228 0.015158 -0.259446 0.029346 -0.067222
0.140246 -0.056403 0.332739 -0.054767 0.142829 -0.360392 0.335322 -0.358756 -0.300757 -0.056699 -0.108264 -0.058398 -0.303440 -0.360687 -0.110947 -0.362387 0.015958 -0.258948 0.036243 -0.059691
0.139090 -0.057603 0.331583 -0.055969 0.141670 -0.361593 0.334163 -0.359959 -0.300751 -0.056607 -0.108259 -0.058306 -0.303435 -0.360595 -0.110942 -0.362294 0.015381 -0.259503 0.026835 -0.066397
0.137930 -0.056485 0.330423 -0.054852 0.140509 -0.360474 0.333002 -0.358841 -0.298117 -0.056755 -0.105625 -0.058454 -0.300800 -0.360744 -0.108308 -0.362443 0.016118 -0.259018 0.033594 -0.059586
0.136812 -0.057648 0.329305 -0.056017 0.139387 -0.361637 0.331880 -0.360006 -0.298113 -0.056687 -0.105621 -0.058386 -0.300797 -0.360675 -0.108304 -0.362374 0.015560 -0.259566 0.025324 -0.066165
0.135663 -0.056541 0.328156 -0.054911 0.138237 -0.360531 0.330730 -0.358900 -0.295660 -0.056825 -0.103168 -0.058524 -0.298344 -0.360813 -0.105851 -0.362512 0.016211 -0.259082 0.032146 -0.059525
0.134554 -0.057695 0.327047 -0.056067 0.137125 -0.361685 0.329618 -0.360056 -0.295658 -0.056784 -0.103165 -0.058483 -0.298341 -0.360772 -0.105849 -0.362471 0.015657 -0.259639 0.025089 -0.065854
0.133425 -0.056609 0.325918 -0.054982 0.135995 -0.360599 0.328488 -0.358971 -0.293385 -0.056910 -0.100892 -0.058610 -0.296069 -0.360898 -0.103576 -0.362598 0.016228 -0.259160 0.032056 -0.059176
0.132341 -0.057739 0.324834 -0.056113 0.134908 -0.361728 0.327401 -0.360102 -0.293382 -0.056867 -0.100890 -0.058567 -0.296066 -0.360855 -0.103574 -0.362555 0.015687 -0.259703 0.026129 -0.065390
0.131251 -0.056691 0.323744 -0.055066 0.133817 -0.360680 0.326310 -0.359055 -0.291243 -0.056986 -0.098751 -0.058685 -0.293928 -0.360974 -0.101435 -0.362674 -0.007311 -0.238951 0.033227 -0.058617
0.130194 -0.057793 0.322687 -0.056170 0.132757 -0.361782 0.325250 -0.360159 -0.291241 -0.056949 -0.098749 -0.058649 -0.293926 -0.360937 -0.101433 -0.362637 0.015682 -0.259772 0.028057 -0.064566
0.129144 -0.056786 0.321638 -0.055164 0.131706 -0.360775 0.324200 -0.359153 -0.289232 -0.057059 -0.096740 -0.058759 -0.291917 -0.361047 -0.099425 -0.362748 -0.006947 -0.239034 0.035100 -0.057699
0.128106 -0.057870 0.320599 -0.056249 0.130665 -0.361859 0.323159 -0.360239 -0.289231 -0.057041 -0.096739 -0.058741 -0.291916 -0.361029 -0.099424 -0.362729 0.015642 -0.259858 0.030415 -0.063181
0.127099 -0.056905 0.319592 -0.055285 0.129657 -0.360894 0.322151 -0.359274 -0.287422 -0.057128 -0.094929 -0.058826 -0.290104 -0.361116 -0.097612 -0.362815 -0.006679 -0.239124 0.037003 -0.056217
0.126092 -0.057958 0.318585 -0.056339 0.128648 -0.361947 0.321141 -0.360329 -0.287421 -0.057115 -0.094929 -0.058814 -0.290104 -0.361103 -0.097611 -0.362802 0.015540 -0.259939 0.032790 -0.061373
0.125140 -0.057047 0.317633 -0.055429 0.127695 -0.361036 0.320188 -0.359418 -0.285807 -0.057174 -0.093315 -0.058870 -0.288487 -0.361162 -0.095994 -0.362858 0.015871 -0.259513 0.038680 -0.054515
0.124187 -0.058044 0.316680 -0.056428 0.126740 -0.362033 0.319233 -0.360417 -0.285808 -0.057172 -0.093315 -0.058869 -0.288486 -0.361161 -0.095994 -0.362857 0.015394 -0.260011 0.034727 -0.059460
0.123286 -0.057182 0.315779 -0.055566 0.125838 -0.361171 0.318331 -0.359556 -0.285808 -0.057173 -0.093315 -0.058869 -0.288486 -0.361161 -0.095994 -0.362857 0.014943 -0.259581 0.035422 -0.052685
0.122389 -0.058122 0.314882 -0.056508 0.124938 -0.362111 0.317431 -0.360497 -0.285808 -0.057173 -0.093315 -0.058869 -0.288486 -0.361161 -0.095994 -0.362857 0.014494 -0.260051 0.035467 -0.057313
0.121557 -0.057327 0.314050 -0.055713 0.124105 -0.361316 0.316598 -0.359703 -0.285808 -0.057173 -0.093316 -0.058869 -0.288486 -0.361161 -0.095994 -0.362857 0.014078 -0.259654 0.035187 -0.050803
0.120702 -0.058223 0.313195 -0.056611 0.123248 -0.362212 0.315742 -0.360600 -0.285808 -0.057173 -0.093316 -0.058868 -0.288486 -0.361161 -0.095993 -0.362857 0.013650 -0.260102 0.034174 -0.054877
0.119925 -0.057481 0.312418 -0.055869 0.122470 -0.361470 0.314963 -0.359858 -0.285809 -0.057173 -0.093316 -0.058868 -0.288486 -0.361161 -0.095993 -0.362857 0.013261 -0.259731 0.033011 -0.048712
0.119125 -0.058320 0.311618 -0.056709 0.121669 -0.362310 0.314162 -0.360699 -0.285809 -0.057173 -0.093317 -0.058868 -0.288485 -0.361162 -0.095993 -0.362856 0.012860 -0.260152 0.031160 -0.052470
0.118393 -0.057622 0.310886 -0.056012 0.120936 -0.361612 0.313429 -0.360001 -0.285809 -0.057174 -0.093317 -0.058868 -0.288485 -0.361162 -0.095993 -0.362856 0.012494 -0.259803 0.029227 -0.046664
0.117637 -0.058416 0.310131 -0.056807 0.120179 -0.362406 0.312672 -0.360796 -0.285810 -0.057174 -0.093317 -0.058868 -0.288485 -0.361162 -0.095992 -0.362856 0.012116 -0.260200 0.026736 -0.050167
0.116936 -0.057748 0.309429 -0.056139 0.119477 -0.361737 0.311970 -0.360128 -0.285810 -0.057174 -0.093318 -0.058868 -0.288484 -0.361162 -0.095992 -0.362856 0.011765 -0.259866 0.024243 -0.044656
0.116216 -0.058505 0.308709 -0.056897 0.118755 -0.362494 0.311249 -0.360886 -0.285811 -0.057175 -0.093318 -0.058867 -0.288484 -0.361163 -0.095991 -0.362856 0.011404 -0.260245 0.021368 -0.048002
0.115531 -0.057853 0.308024 -0.056245 0.118070 -0.361843 0.310563 -0.360235 -0.285811 -0.057175 -0.093319 -0.058867 -0.288484 -0.361163 -0.095991 -0.362855 0.011062 -0.259919 0.018539 -0.042751
0.114837 -0.058583 0.307330 -0.056976 0.117375 -0.362572 0.309868 -0.360965 -0.285812 -0.057175 -0.093319 -0.058867 -0.288483 -0.361163 -0.095991 -0.362855 0.010715 -0.260285 0.015529 -0.046055
0.114159 -0.057938 0.306652 -0.056331 0.116696 -0.361927 0.309189 -0.360321 -0.285812 -0.057175 -0.093319 -0.058867 -0.288483 -0.361164 -0.095990 -0.362855 0.010375 -0.259962 0.012585 -0.041026
0.113486 -0.058646 0.305979 -0.057041 0.116022 -0.362636 0.308515 -0.361030 -0.285813 -0.057176 -0.093320 -0.058866 -0.288482 -0.361164 -0.095990 -0.362855 0.010039 -0.260317 0.009660 -0.044374
0.112807 -0.058001 0.305300 -0.056396 0.115342 -0.361990 0.307835 -0.360385 -0.285813 -0.057176 -0.093320 -0.058866 -0.288482 -0.361164 -0.095989 -0.362854 0.009699 -0.259994 0.006783 -0.039501
0.112146 -0.058697 0.304639 -0.057093 0.114680 -0.362687 0.307173 -0.361082 -0.285813 -0.057176 -0.093321 -0.058866 -0.288481 -0.361165 -0.095989 -0.362854 0.009368 -0.260343 0.004103 -0.042915
0.111460 -0.058046 0.303954 -0.056442 0.113994 -0.362035 0.306487 -0.360431 -0.285814 -0.057177 -0.093321 -0.058865 -0.288481 -0.361165 -0.095988 -0.362854 0.009025 -0.260017 0.001440 -0.038146
0.110806 -0.058736 0.303299 -0.057132 0.113339 -0.362725 0.305832 -0.361122 -0.285814 -0.057177 -0.093322 -0.058865 -0.288481 -0.361165 -0.095988 -0.362854 0.008698 -0.260362 -0.000886 -0.041653
0.110112 -0.058077 0.302605 -0.056474 0.112644 -0.362066 0.305137 -0.360463 -0.285815 -0.057177 -0.093322 -0.058865 -0.288480 -0.361166 -0.095988 -0.362853 0.008351 -0.260033 -0.003250 -0.036965
0.109464 -0.058761 0.301957 -0.057159 0.111994 -0.362751 0.304488 -0.361148 -0.285815 -0.057178 -0.093323 -0.058865 -0.288480 -0.361166 -0.095987 -0.362853 0.008026 -0.260376 -0.005171 -0.040583
0.108762 -0.058096 0.301255 -0.056494 0.111292 -0.362086 0.303786 -0.360483 -0.285816 -0.057178 -0.093323 -0.058864 -0.288479 -0.361166 -0.095987 -0.362853 0.007675 -0.260043 -0.007204 -0.035961
0.108119 -0.058775 0.300612 -0.057174 0.110648 -0.362765 0.303141 -0.361163 -0.285816 -0.057178 -0.093324 -0.058864 -0.288479 -0.361166 -0.095986 -0.362853 0.007353 -0.260383 -0.008728 -0.039671
0.107412 -0.058106 0.299906 -0.056505 0.109941 -0.362096 0.302434 -0.360494 -0.285817 -0.057178 -0.093324 -0.058864 -0.288479 -0.361167 -0.095986 -0.362852 0.007000 -0.260049 -0.010447 -0.035110
0.106775 -0.058780 0.299268 -0.057179 0.109303 -0.362769 0.301796 -0.361168 -0.285817 -0.057179 -0.093324 -0.058864 -0.288478 -0.361167 -0.095986 -0.362852 0.006681 -0.260386 -0.011619 -0.038891
0.106068 -0.058110 0.298561 -0.056509 0.108595 -0.362099 0.301088 -0.360499 -0.285817 -0.057179 -0.093325 -0.058863 -0.288478 -0.361167 -0.095985 -0.362852 0.006327 -0.260051 -0.013075 -0.034405
0.105439 -0.058774 0.297933 -0.057174 0.107966 -0.362763 0.300459 -0.361164 -0.285818 -0.057179 -0.093325 -0.058863 -0.288477 -0.361167 -0.095985 -0.362852 0.006013 -0.260383 -0.013967 -0.038240
0.104735 -0.058107 0.297228 -0.056508 0.107261 -0.362097 0.299754 -0.360498 -0.285818 -0.057179 -0.093326 -0.058863 -0.288477 -0.361168 -0.095984 -0.362851 0.005661 -0.260050 -0.015231 -0.033858
0.104120 -0.058758 0.296613 -0.057160 0.106645 -0.362748 0.299138 -0.361149 -0.285819 -0.057180 -0.093326 -0.058863 -0.288477 -0.361168 -0.095984 -0.362851 0.005353 -0.260376 -0.015926 -0.037727
0.103423 -0.058099 0.295916 -0.056501 0.105947 -0.362089 0.298440 -0.360490 -0.285819 -0.057180 -0.093326 -0.058863 -0.288477 -0.361168 -0.095984 -0.362851 0.005004 -0.260046 -0.017077 -0.033471
0.102823 -0.058734 0.295316 -0.057136 0.105346 -0.362724 0.297840 -0.361126 -0.285819 -0.057180 -0.093327 -0.058862 -0.288476 -0.361168 -0.095984 -0.362851 0.004704 -0.260364 -0.017654 -0.037353
0.102136 -0.058085 0.294630 -0.056488 0.104659 -0.362075 0.297152 -0.360477 -0.285820 -0.057180 -0.093327 -0.058862 -0.288476 -0.361169 -0.095983 -0.362851 0.004360 -0.260040 -0.018760 -0.033247
0.101554 -0.058702 0.294048 -0.057105 0.104076 -0.362691 0.296570 -0.361094 -0.285820 -0.057180 -0.093327 -0.058862 -0.288476 -0.361169 -0.095983 -0.362851 0.004069 -0.260348 -0.019284 -0.037129
0.100880 -0.058065 0.293374 -0.056469 0.103402 -0.362055 0.295895 -0.360458 -0.285820 -0.057180 -0.093327 -0.058862 -0.288476 -0.361169 -0.095983 -0.362850 0.003732 -0.260030 -0.020398 -0.033193
0.100318 -0.058662 0.292811 -0.057065 0.102839 -0.362651 0.295332 -0.361055 -0.285820 -0.057181 -0.093328 -0.058862 -0.288475 -0.361169 -0.095983 -0.362850 0.003451 -0.260329 -0.020911 -0.037068
0.099658 -0.058039 0.292151 -0.056443 0.102178 -0.362028 0.294671 -0.360432 -0.285821 -0.057181 -0.093328 -0.058862 -0.288475 -0.361169 -0.095982 -0.362850 0.003120 -0.260017 -0.022062 -0.033311
0.099115 -0.058615 0.291608 -0.057019 0.101634 -0.362604 0.294128 -0.361009 -0.285821 -0.057181 -0.093328 -0.058862 -0.288475 -0.361169 -0.095982 -0.362850 0.002849 -0.260305 -0.022583 -0.037174
0.098468 -0.058005 0.290962 -0.056410 0.100988 -0.361995 0.293481 -0.360399 -0.285821 -0.057181 -0.093328 -0.058862 -0.288475 -0.361169 -0.095982 -0.362850 0.002525 -0.260001 -0.023775 -0.033591
0.097944 -0.058562 0.290437 -0.056967 0.100462 -0.362552 0.292955 -0.360957 -0.285821 -0.057181 -0.093328 -0.058861 -0.288475 -0.361170 -0.095982 -0.362850 0.002263 -0.260279 -0.024300 -0.037440
0.097310 -0.057965 0.289804 -0.056371 0.099828 -0.361955 0.292322 -0.360360 -0.285821 -0.057181 -0.093328 -0.058861 -0.288475 -0.361170 -0.095982 -0.362850 0.001946 -0.259981 -0.025513 -0.034019
0.096802 -0.058505 0.289295 -0.056911 0.099319 -0.362495 0.291812 -0.360901 -0.285821 -0.057181 -0.093329 -0.058861 -0.288475 -0.361170 -0.095982 -0.362850 0.001691 -0.260251 -0.026020 -1.604584
0.092086 -0.054053 0.284579 -0.052460 0.094602 -0.358043 0.287096 -0.356449 -0.285821 -0.057183 -0.093329 -0.058863 -0.288475 -0.361171 -0.095982 -0.362851 -0.001086 -0.207361 -0.048190 -1.628328
0.092268 -0.053863 0.284762 -0.052277 0.094773 -0.357853 0.287266 -0.356267 -0.285722 -0.064617 -0.093229 -0.066291 -0.288365 -0.368606 -0.095872 -0.370279 -0.000944 -0.210985 -0.042420 -1.629080
0.091027 -0.052546 0.283521 -0.050974 0.093509 -0.356536 0.286003 -0.354964 -0.284459 -0.071273 -0.091966 -0.072935 -0.287085 -0.375261 -0.094592 -0.376924 -0.000931 -0.213657 -0.052211 -1.600700
0.094148 -0.049754 0.286641 -0.048211 0.096585 -0.353744 0.289079 -0.352201 -0.285199 -0.073491 -0.092706 -0.075140 -0.287803 -0.377480 -0.095310 -0.379129 0.000259 -0.213378 -0.052992 -1.561121
0.096070 -0.043543 0.288565 -0.042061 0.098410 -0.347534 0.290904 -0.346052 -0.282197 -0.082021 -0.089704 -0.083651 -0.284771 -0.386010 -0.092278 -0.387640 0.002716 -0.214554 -0.052319 -1.525375
0.097721 -0.033458 0.290215 -0.031895 0.100189 -0.337448 0.292682 -0.335885 -0.281569 -0.110488 -0.089211 -0.103083 -0.269875 -0.414263 -0.077517 -0.406858 0.008610 -0.222141 -0.065310 -1.509282
0.099663 -0.025693 0.292158 -0.024288 0.101883 -0.329685 0.294377 -0.328279 -0.284569 -0.113670 -0.092212 -0.106255 -0.272859 -0.417444 -0.080502 -0.410029 0.008045 -0.219901 -0.081431 -1.415170
0.102000 -0.032584 0.294495 -0.031199 0.104187 -0.336576 0.296682 -0.335191 -0.278386 -0.120183 -0.086029 -0.112756 -0.266658 -0.423956 -0.074301 -0.416530 0.012305 -0.226607 -0.058884 -1.376434
0.103590 -0.041067 0.296088 -0.040162 0.105019 -0.345063 0.297517 -0.344158 -0.270154 -0.136391 -0.077677 -0.133448 -0.265506 -0.440356 -0.073028 -0.437412 0.014751 -0.239924 -0.056167 -1.364836
0.105481 -0.050110 0.297980 -0.049592 0.106298 -0.354109 0.298797 -0.353591 -0.270151 -0.136389 -0.077674 -0.133451 -0.265512 -0.440353 -0.073034 -0.437415 0.015593 -0.244575 -0.082532 -1.302349
0.105907 -0.068005 0.298405 -0.067241 0.107112 -0.372002 0.299611 -0.371239 -0.271909 -0.141995 -0.079432 -0.139067 -0.267285 -0.445960 -0.074807 -0.443032 0.014987 -0.256245 -0.086481 -1.276470
0.105477 -0.091844 0.297976 -0.091230 0.106447 -0.395843 0.298946 -0.395229 -0.269792 -0.142647 -0.077314 -0.139733 -0.265190 -0.446612 -0.072712 -0.443698 0.015784 -0.268543 -0.074098 -1.230001
0.104264 -0.120728 0.296763 -0.121381 0.103234 -0.424727 0.295732 -0.425379 -0.271980 -0.149519 -0.079501 -0.146637 -0.267428 -0.453485 -0.074950 -0.450603 0.013734 -0.286849 -0.085354 -1.222786
0.102192 -0.154962 0.294671 -0.157820 0.097678 -0.458928 0.290157 -0.461786 -0.271059 -0.149800 -0.078580 -0.146938 -0.266539 -0.453766 -0.074061 -0.450904 -0.006270 -0.274022 -0.072461 -1.185847
0.099073 -0.194011 0.291498 -0.199397 0.090568 -0.497892 0.282992 -0.503278 -0.272709 -0.155027 -0.080229 -0.152260 -0.268339 -0.458996 -0.075859 -0.456229 0.007297 -0.327809 -0.075373 -1.181731
0.094704 -0.237739 0.287042 -0.245650 0.082212 -0.541482 0.274549 -0.549393 -0.272087 -0.155197 -0.079606 -0.152454 -0.267754 -0.459166 -0.075274 -0.456423 0.004059 -0.350557 -0.061278 -1.138205
0.089199 -0.284820 0.281438 -0.294845 0.073368 -0.588407 0.265607 -0.598432 -0.273949 -0.163304 -0.081468 -0.160588 -0.269659 -0.467273 -0.077178 -0.464557 -0.000777 -0.378808 -0.061018 -1.125416
0.070098 -0.346322 0.262540 -0.341606 0.077546 -0.650231 0.269988 -0.645515 -0.275796 -0.170970 -0.083316 -0.168232 -0.271472 -0.474940 -0.078992 -0.472202 -0.003418 -0.408582 -0.061501 -1.122174
0.055643 -0.417348 0.247934 -0.408381 0.069804 -0.721018 0.262095 -0.712051 -0.277596 -0.170518 -0.085115 -0.167808 -0.273317 -0.474488 -0.080836 -0.471778 -0.009366 -0.442378 -0.054658 -1.106201
0.051931 -0.480015 0.244292 -0.487332 0.040376 -0.783795 0.232737 -0.791112 -0.279658 -0.164366 -0.087187 -0.161002 -0.274345 -0.468320 -0.081874 -0.464955 -0.020631 -0.475988 -0.041556 -1.112860
0.042339 -0.541152 0.234311 -0.555397 0.019842 -0.844319 0.211814 -0.858564 -0.281455 -0.149861 -0.089006 -0.145438 -0.274472 -0.453780 -0.082022 -0.449358 -0.029828 -0.501227 -0.045293 -1.141504
0.023715 -0.595612 0.216207 -0.597365 0.020947 -0.899599 0.213439 -0.901352 -0.283596 -0.151540 -0.091169 -0.146241 -0.275227 -0.455425 -0.082800 -0.450125 -0.033233 -0.525254 -0.061840 -1.152100
0.009886 -0.634309 0.202284 -0.628023 0.019814 -0.938147 0.212211 -0.931861 -0.283557 -0.151536 -0.091129 -0.146270 -0.275240 -0.455422 -0.082812 -0.450156 -0.035936 -0.541877 -0.062067 -1.155153
0.009045 -0.634365 0.201445 -0.628151 0.018859 -0.938207 0.211259 -0.931992 -0.285000 -0.158714 -0.092572 -0.153478 -0.276731 -0.462602 -0.084303 -0.457366 -0.037123 -0.545524 -0.045184 -1.024625
0.008990 -0.632452 0.201391 -0.626277 0.018742 -0.936295 0.211143 -0.930120 -0.278949 -0.160231 -0.086521 -0.154963 -0.270630 -0.464117 -0.078202 -0.458849 -0.034137 -0.545334 -0.041259 -0.869220
0.011037 -0.632254 0.203439 -0.626104 0.020748 -0.936098 0.213150 -0.929949 -0.282726 -0.175625 -0.090297 -0.170389 -0.274457 -0.479513 -0.082029 -0.474277 -0.035024 -0.552947 -0.083092 -0.831315
0.010590 -0.626201 0.202993 -0.620085 0.020248 -0.930048 0.212651 -0.923932 -0.279665 -0.188676 -0.087235 -0.183468 -0.271440 -0.492565 -0.079010 -0.487357 -0.033741 -0.556462 -0.089782 -0.709741
0.018829 -0.604450 0.211260 -0.609606 0.010687 -0.908341 0.203118 -0.913497 -0.280555 -0.205611 -0.088124 -0.200438 -0.272386 -0.509501 -0.079955 -0.504329 -0.036000 -0.557833 -0.101343 -0.639370
0.026093 -0.576318 0.218268 -0.587494 0.008444 -0.879805 0.200619 -0.890981 -0.280825 -0.213430 -0.088393 -0.208295 -0.272717 -0.517321 -0.080285 -0.512187 -0.035767 -0.549554 -0.104299 -0.554203
0.026657 -0.576180 0.218832 -0.587359 0.009003 -0.879667 0.201178 -0.890846 -0.281446 -0.219163 -0.089013 -0.214070 -0.273403 -0.523057 -0.080970 -0.517964 -0.035808 -0.552360 -0.113688 -0.569312
0.019296 -0.574579 0.211674 -0.567727 0.030117 -0.878386 0.222495 -0.871534 -0.282417 -0.226644 -0.089983 -0.221594 -0.274442 -0.530539 -0.082009 -0.525490 -0.030426 -0.549404 -0.125641 -0.551998
0.019732 -0.557584 0.211928 -0.546765 0.036817 -0.861103 0.229013 -0.850285 -0.281971 -0.240664 -0.089475 -0.241958 -0.284014 -0.544657 -0.091519 -0.545951 -0.029617 -0.547572 -0.109377 -0.550606
0.019744 -0.557577 0.211941 -0.546771 0.036809 -0.861098 0.229005 -0.850292 -0.280894 -0.241582 -0.088399 -0.242892 -0.282963 -0.545575 -0.090467 -0.546885 -0.029084 -0.548035 -0.108093 -0.470024
0.026589 -0.544751 0.219075 -0.547045 0.022965 -0.848729 0.215452 -0.851024 -0.282191 -0.251889 -0.089693 -0.251143 -0.281013 -0.555887 -0.088514 -0.555141 -0.032567 -0.550953 -0.099119 -0.464174
0.032168 -0.529146 0.224353 -0.540146 0.014797 -0.832650 0.206983 -0.843649 -0.284433 -0.270748 -0.091946 -0.268517 -0.280909 -0.574728 -0.088422 -0.572496 -0.035193 -0.555073 -0.101595 -0.455392
0.032169 -0.529146 0.224354 -0.540147 0.014796 -0.832649 0.206982 -0.843650 -0.286721 -0.298085 -0.094223 -0.297020 -0.285038 -0.602081 -0.092540 -0.601015 -0.036642 -0.568939 -0.110254 -0.498818
0.032169 -0.529146 0.224355 -0.540147 0.014796 -0.832649 0.206981 -0.843650 -0.286416 -0.298125 -0.093919 -0.297086 -0.284775 -0.602120 -0.092278 -0.601081 -0.036497 -0.568963 -0.095151 -0.402527
0.032404 -0.528288 0.224589 -0.539289 0.015029 -0.831791 0.207215 -0.842792 -0.287542 -0.307529 -0.095044 -0.306520 -0.285948 -0.611525 -0.093451 -0.610516 -0.036950 -0.573241 -0.096078 -0.414777
0.031166 -0.527950 0.223351 -0.538952 0.013791 -0.831453 0.205976 -0.842455 -0.289342 -0.323941 -0.096842 -0.324078 -0.289559 -0.627941 -0.097059 -0.628078 -0.038771 -0.581470 -0.094826 -0.413172
0.031821 -0.525548 0.224006 -0.536551 0.014445 -0.829051 0.206631 -0.840054 -0.288944 -0.324833 -0.096444 -0.324991 -0.289194 -0.628833 -0.096694 -0.628991 -0.038250 -0.580719 -0.078872 -0.351224
0.030773 -0.525263 0.222959 -0.536266 0.013397 -0.828766 0.205582 -0.839769 -0.289372 -0.330933 -0.096872 -0.331113 -0.289657 -0.634933 -0.097157 -0.635113 -0.038994 -0.583630 -0.081400 -0.357451
0.032337 -0.519529 0.224522 -0.530533 0.014959 -0.823032 0.207144 -0.834036 -0.289508 -0.331063 -0.097008 -0.331265 -0.289828 -0.635063 -0.097328 -0.635265 -0.038286 -0.580832 -0.071471 -0.318472
0.031481 -0.519296 0.223666 -0.530300 0.014103 -0.822799 0.206288 -0.833803 -0.287866 -0.333197 -0.095367 -0.333423 -0.288223 -0.637197 -0.095723 -0.637423 -0.037900 -0.581786 -0.068532 -0.314230
0.032380 -0.515996 0.224565 -0.527001 0.015002 -0.819499 0.207187 -0.830504 -0.291241 -0.335828 -0.098741 -0.336079 -0.291637 -0.639827 -0.099137 -0.640078 -0.039144 -0.581456 -0.075219 -0.287117
0.031764 -0.515828 0.223949 -0.526833 0.014385 -0.819331 0.206570 -0.830336 -0.288642 -0.339212 -0.096143 -0.339483 -0.289069 -0.643212 -0.096569 -0.643482 -0.038158 -0.583068 -0.059641 -0.276622
0.032771 -0.512138 0.224956 -0.523143 0.015391 -0.815640 0.207576 -0.826646 -0.290288 -0.342835 -0.097788 -0.343127 -0.290749 -0.646835 -0.098250 -0.647127 -0.038484 -0.583038 -0.065811 -0.256297
0.031587 -0.511815 0.223772 -0.522820 0.014207 -0.815317 0.206392 -0.826323 -0.288596 -0.343621 -0.096096 -0.343932 -0.289087 -0.647621 -0.096588 -0.647932 -0.038235 -0.583272 -0.064593 -0.264041
0.032233 -0.509446 0.224418 -0.520452 0.014852 -0.812949 0.207037 -0.823955 -0.290463 -0.347585 -0.097964 -0.347918 -0.290990 -0.651584 -0.098490 -0.651918 -0.038852 -0.584074 -0.067833 -0.252008
0.031261 -0.509181 0.223446 -0.520187 0.013880 -0.812684 0.206065 -0.823690 -0.288732 -0.348416 -0.096232 -0.348767 -0.289286 -0.652416 -0.096787 -0.652767 -0.038476 -0.584360 -0.063280 -0.247601
0.031912 -0.506793 0.224097 -0.517799 0.014531 -0.810295 0.206717 -0.821301 -0.290684 -0.352433 -0.098185 -0.352806 -0.291274 -0.656432 -0.098774 -0.656805 -0.039133 -0.585178 -0.067668 -0.234563
0.030941 -0.506528 0.223126 -0.517534 0.013560 -0.810031 0.205745 -0.821037 -0.288978 -0.353274 -0.096479 -0.353665 -0.289596 -0.657274 -0.097096 -0.657664 -0.038770 -0.585469 -0.062566 -0.229405
0.031688 -0.503789 0.223873 -0.514796 0.014307 -0.807292 0.206492 -0.818298 -0.290772 -0.356869 -0.098273 -0.357280 -0.291422 -0.660868 -0.098923 -0.661280 -0.039299 -0.585901 -0.066258 -0.218513
0.030703 -0.503521 0.222888 -0.514527 0.013321 -0.807023 0.205507 -0.818030 -0.289301 -0.357592 -0.096802 -0.358024 -0.289983 -0.661591 -0.097484 -0.662023 -0.039062 -0.586131 -0.062626 -0.219324
0.031491 -0.500630 0.223676 -0.511637 0.014110 -0.804133 0.206295 -0.815139 -0.290742 -0.360471 -0.098242 -0.360923 -0.291455 -0.664470 -0.098955 -0.664922 -0.039393 -0.586129 -0.064199 -0.212000
0.030363 -0.500322 0.222548 -0.511329 0.012981 -0.803825 0.205166 -0.814831 -0.289566 -0.361048 -0.097067 -0.361519 -0.290310 -0.665047 -0.097811 -0.665518 -0.039375 -0.586267 -0.063070 -0.222432
0.031183 -0.497316 0.223368 -0.508322 0.013801 -0.800818 0.205986 -0.811825 -0.290836 -0.363577 -0.098336 -0.364067 -0.291610 -0.667576 -0.099110 -0.668066 -0.039604 -0.586031 -0.062059 -0.217619
0.029929 -0.496974 0.222115 -0.507980 0.012548 -0.800477 0.204733 -0.811483 -0.289801 -0.364086 -0.097302 -0.364595 -0.290605 -0.668085 -0.098106 -0.668594 -0.039719 -0.586118 -0.061704 -0.232364
0.030790 -0.493817 0.222975 -0.504824 0.013409 -0.797320 0.205594 -0.808326 -0.290945 -0.366356 -0.098446 -0.366883 -0.291778 -0.670355 -0.099279 -0.670882 -0.039865 -0.585677 -0.058636 -0.229747
