Time X Y Z
0.100000 -0.000000 2.036861 -0.005862
0.014099 0.000000 2.034139 -0.005862
0.011595 0.000000 2.034139 -0.005862
0.015140 -0.000000 2.028694 -0.005862
0.014373 -0.000000 2.020528 -0.005862
0.014341 -0.000000 2.009639 -0.005862
0.013472 -0.000000 1.996028 -0.005862
0.012829 -0.000000 1.996028 -0.005862
0.013536 -0.000000 1.979694 -0.005862
0.013350 -0.000000 1.960639 -0.005862
0.015134 -0.000000 1.938861 -0.005862
0.014684 -0.000000 1.914361 -0.005862
0.014422 -0.000000 1.887139 -0.005862
0.015252 -0.000000 1.857194 -0.005862
0.014035 -0.000000 1.857194 -0.005862
0.015738 -0.000000 1.824528 -0.005862
0.013752 -0.000000 1.789139 -0.005862
0.016019 -0.000000 1.751028 -0.005862
0.016319 -0.000000 1.710194 -0.005862
0.017757 -0.000000 1.666639 -0.005862
0.014033 -0.000000 1.620361 -0.005862
0.014947 -0.000000 1.571361 -0.005862
0.014639 -0.000000 1.519639 -0.005862
0.013957 -0.000000 1.465194 -0.005862
0.019934 -0.000000 1.408028 -0.005862
0.015771 -0.000000 1.348139 -0.005862
0.014183 -0.000000 1.285528 -0.005862
0.012270 -0.000000 1.285528 -0.005862
0.015472 -0.000024 1.241513 -0.005489
0.014544 -0.000123 1.213320 -0.004498
0.013955 -0.001959 1.193915 -0.002818
0.014714 -0.003737 1.182730 0.000840
0.015251 -0.007006 1.177775 0.004960
0.014244 -0.010719 1.179027 0.009314
0.014460 -0.014805 1.183163 0.013768
0.012151 -0.014805 1.183163 0.013768
0.014124 -0.019341 1.190962 0.018917
0.016984 -0.024346 1.197902 0.023580
0.014138 -0.029367 1.206217 0.029842
0.013829 -0.034515 1.211912 0.036091
0.014585 -0.039610 1.216891 0.041992
0.014518 -0.044349 1.220374 0.048471
0.013430 -0.044349 1.220374 0.048471
0.013603 -0.048864 1.222258 0.055067
0.014441 -0.053318 1.221665 0.061301
0.015044 -0.057695 1.219838 0.066878
0.014589 -0.061742 1.215674 0.073352
0.013998 -0.066176 1.209909 0.079039
0.015217 -0.070341 1.202714 0.084705
0.011527 -0.070341 1.202714 0.084705
0.013770 -0.074297 1.193382 0.089746
0.014595 -0.078026 1.183768 0.094976
0.014267 -0.081183 1.172060 0.101641
0.014545 -0.085150 1.159235 0.107599
0.014701 -0.089084 1.145125 0.113545
0.012975 -0.089084 1.145125 0.113545
0.014663 -0.092596 1.128961 0.119169
0.014864 -0.095793 1.112348 0.125196
0.015006 -0.100061 1.093589 0.130588
0.013429 -0.105131 1.073589 0.135571
0.015307 -0.110215 1.051092 0.140435
0.015353 -0.114380 1.026658 0.144973
0.015999 -0.118834 1.001120 0.150046
0.013770 -0.118834 1.001120 0.150046
0.015326 -0.121827 0.974776 0.156364
0.013207 -0.124766 0.947505 0.161979
0.014241 -0.126839 0.920317 0.169442
0.014173 -0.129767 0.891295 0.175340
0.014318 -0.132611 0.861897 0.183106
0.014221 -0.135102 0.830257 0.189224
0.012996 -0.135102 0.830257 0.189224
0.014605 -0.136760 0.799311 0.197175
0.013306 -0.139116 0.766262 0.202813
0.014549 -0.141755 0.733460 0.208985
0.014582 -0.142083 0.702059 0.216983
0.014566 -0.139857 0.669873 0.219760
0.015869 -0.137708 0.635077 0.222150
0.012992 -0.137708 0.635077 0.222150
0.013321 -0.135304 0.598071 0.224739
0.015327 -0.132902 0.561462 0.227436
0.014868 -0.130365 0.526147 0.230312
0.014352 -0.129649 0.505726 0.235666
0.018560 -0.130396 0.492735 0.243304
0.015417 -0.134003 0.483010 0.252086
0.015936 -0.137172 0.477249 0.262953
0.016460 -0.143708 0.472357 0.273432
0.014525 -0.150968 0.471377 0.288444
0.013376 -0.159286 0.469136 0.298027
0.015319 -0.159286 0.469136 0.298027
0.015442 -0.168652 0.469184 0.311628
0.015034 -0.178360 0.467931 0.320178
0.014207 -0.188353 0.468494 0.333874
0.018959 -0.199061 0.467665 0.343949
0.017643 -0.209434 0.467510 0.356603
0.018749 -0.218671 0.465799 0.368896
0.014390 -0.228935 0.462285 0.379854
0.014491 -0.237754 0.457814 0.388758
0.014826 -0.246803 0.452376 0.397632
0.015173 -0.254235 0.445993 0.406864
0.015328 -0.261467 0.437795 0.415842
0.016774 -0.268079 0.428659 0.422619
0.015199 -0.274246 0.419843 0.429419
0.014781 -0.279848 0.411661 0.434774
0.014329 -0.287095 0.403569 0.438884
0.013703 -0.287095 0.403569 0.438884
0.013424 -0.293229 0.395142 0.443409
0.015197 -0.299114 0.386514 0.447313
0.013740 -0.306596 0.378710 0.450095
0.014174 -0.313368 0.372116 0.453705
0.014355 -0.321810 0.366690 0.456115
0.014975 -0.321810 0.366690 0.456115
0.014429 -0.330474 0.361252 0.458946
0.013941 -0.339065 0.355496 0.463507
0.014323 -0.345267 0.349875 0.467455
0.013792 -0.351368 0.343255 0.473786
0.014367 -0.356628 0.335779 0.483534
0.015579 -0.361624 0.327026 0.491641
0.014531 -0.367320 0.318111 0.498609
0.013167 -0.367320 0.318111 0.498609
0.013637 -0.372273 0.308891 0.504001
0.014357 -0.377626 0.299158 0.509846
0.015383 -0.381815 0.289358 0.515517
0.014761 -0.386292 0.279400 0.521160
0.015317 -0.389855 0.269335 0.526845
0.014718 -0.393688 0.259543 0.532243
0.014877 -0.397021 0.247887 0.537614
0.011541 -0.397021 0.247887 0.537614
