Time X Y Z
0.014033 -0.399971 0.237669 0.542573
0.014504 -0.403814 0.229496 0.545882
0.015808 -0.407719 0.223158 0.548872
0.015140 -0.412582 0.218806 0.550591
0.014389 -0.417621 0.215966 0.552045
0.015065 -0.422963 0.212450 0.552871
0.012869 -0.422963 0.212450 0.552871
0.014552 -0.428142 0.208442 0.553184
0.014468 -0.433435 0.204390 0.553035
0.015283 -0.438491 0.201210 0.552384
0.021312 -0.443707 0.198308 0.551420
0.016086 -0.447990 0.195344 0.550236
0.017017 -0.452578 0.193480 0.548959
0.017441 -0.456916 0.193065 0.547038
0.018891 -0.461323 0.192998 0.545302
0.017812 -0.464865 0.192652 0.543909
0.016963 -0.468774 0.192118 0.542564
0.016370 -0.472063 0.191326 0.541430
0.018184 -0.475529 0.190400 0.540407
0.018656 -0.478501 0.189246 0.539650
0.019046 -0.481599 0.187974 0.539018
0.017869 -0.484217 0.186533 0.538685
0.016187 -0.486916 0.184958 0.538492
0.019867 -0.488918 0.184064 0.538295
0.016287 -0.490833 0.183595 0.538120
0.017355 -0.492301 0.182982 0.538130
0.018772 -0.493680 0.182947 0.538197
0.016889 -0.494694 0.182864 0.538334
0.018095 -0.495735 0.182775 0.538488
0.024029 -0.496416 0.182662 0.538671
0.020312 -0.497182 0.182594 0.538913
0.025593 -0.497532 0.182702 0.539066
0.020100 -0.498084 0.182931 0.539286
0.020377 -0.498254 0.183097 0.539435
0.021981 -0.498656 0.183264 0.539648
0.026187 -0.498760 0.183366 0.539833
0.022833 -0.499091 0.183487 0.540051
0.022571 -0.499118 0.183559 0.540247
0.016897 -0.499410 0.183636 0.540443
0.016551 -0.499436 0.183690 0.540624
0.021613 -0.499732 0.183742 0.540803
0.024614 -0.499774 0.183776 0.540994
0.021424 -0.500081 0.183815 0.541178
0.017428 -0.500148 0.183831 0.541383
0.017575 -0.500465 0.183856 0.541561
0.016640 -0.500552 0.183860 0.541755
0.017904 -0.500888 0.183865 0.541913
0.017761 -0.501006 0.183862 0.542119
0.018886 -0.501369 0.183865 0.542273
0.017708 -0.501473 0.183849 0.542447
0.015081 -0.501827 0.183843 0.542524
0.016723 -0.501884 0.183818 0.542645
0.016963 -0.502203 0.183809 0.542717
0.015912 -0.502252 0.183782 0.542834
0.016956 -0.502514 0.183765 0.542921
0.017048 -0.502529 0.183735 0.543047
0.016407 -0.502743 0.183712 0.543138
0.016011 -0.502729 0.183690 0.543243
0.015862 -0.502935 0.183667 0.543310
0.016544 -0.502916 0.183641 0.543426
0.016289 -0.503089 0.183620 0.543515
0.015220 -0.503050 0.183594 0.543633
0.014833 -0.503223 0.183573 0.543715
0.016245 -0.503189 0.183540 0.543843
0.015185 -0.503329 0.183509 0.543934
0.013919 -0.503329 0.183509 0.543934
0.015623 -0.503288 0.183479 0.544060
0.016829 -0.503417 0.183451 0.544149
0.017066 -0.503371 0.183422 0.544274
0.016994 -0.503492 0.183391 0.544362
0.016686 -0.503445 0.183360 0.544489
0.019257 -0.503560 0.183327 0.544577
0.014550 -0.503509 0.183294 0.544696
0.016149 -0.503621 0.183260 0.544784
0.017806 -0.503574 0.183225 0.544912
0.018229 -0.503684 0.183187 0.545001
0.016750 -0.503639 0.183151 0.545126
0.016722 -0.503754 0.183115 0.545216
0.016988 -0.503721 0.183073 0.545350
0.016216 -0.503834 0.183028 0.545430
0.015609 -0.503800 0.182987 0.545595
0.015388 -0.503872 0.182950 0.545647
0.016618 -0.503894 0.182895 0.545841
0.015719 -0.503995 0.182841 0.545908
0.015602 -0.504023 0.182790 0.546096
0.017947 -0.504096 0.182736 0.546175
0.018701 -0.504120 0.182688 0.546371
0.018822 -0.504208 0.182634 0.546443
0.015190 -0.504233 0.182583 0.546639
0.015350 -0.504309 0.182526 0.546704
0.014451 -0.504313 0.182476 0.546902
0.016738 -0.504357 0.182420 0.546969
0.015195 -0.504340 0.182362 0.547171
0.021970 -0.504380 0.182302 0.547247
0.017879 -0.504368 0.182243 0.547443
0.016225 -0.504404 0.182178 0.547516
0.013397 -0.504404 0.182178 0.547516
0.017980 -0.504396 0.182117 0.547712
0.018215 -0.504425 0.182048 0.547785
0.018998 -0.504405 0.181986 0.547986
0.021289 -0.504420 0.181916 0.548059
0.016725 -0.504386 0.181851 0.548285
0.015681 -0.504390 0.181777 0.548328
0.016116 -0.504330 0.181711 0.548531
0.015517 -0.504335 0.181628 0.548589
0.016648 -0.504245 0.181566 0.548785
0.014958 -0.504232 0.181475 0.548844
0.014372 -0.504221 0.181403 0.549048
0.012740 -0.504221 0.181403 0.549048
0.014710 -0.504229 0.181308 0.549077
0.015752 -0.504148 0.181260 0.549283
0.015675 -0.504090 0.181213 0.549382
0.015131 -0.503979 0.181204 0.549616
0.015648 -0.503894 0.181163 0.549741
0.015419 -0.503767 0.181145 0.549968
0.014971 -0.503668 0.181098 0.550081
0.016417 -0.503527 0.181071 0.550307
0.015102 -0.503419 0.181015 0.550413
0.016287 -0.503268 0.180978 0.550641
0.015817 -0.503156 0.180907 0.550742
0.014532 -0.503156 0.180907 0.550742
0.015475 -0.502999 0.180856 0.550970
0.015662 -0.502885 0.180766 0.551098
0.016553 -0.502730 0.180699 0.551333
