Time X Y Z
0.100000 -0.000000 2.036861 -0.005862
0.023555 0.000000 2.034139 -0.005862
0.031815 -0.000000 2.028694 -0.005862
0.016062 0.000000 2.020528 -0.005862
0.017134 -0.000000 2.009639 -0.005862
0.016348 0.000000 1.996028 -0.005862
0.018890 0.000000 1.979694 -0.005862
0.018802 0.000000 1.960639 -0.005862
0.018367 0.000000 1.938861 -0.005862
0.015976 0.000000 1.914361 -0.005862
0.015729 0.000000 1.887139 -0.005862
0.015628 0.000000 1.857194 -0.005862
0.016058 0.000000 1.824528 -0.005862
0.016137 0.000000 1.789139 -0.005862
0.014435 0.000000 1.751028 -0.005862
0.015499 0.000000 1.710194 -0.005862
0.013082 0.000000 1.666639 -0.005862
0.022981 0.000000 1.620361 -0.005862
0.016343 0.000000 1.571361 -0.005862
0.016280 0.000000 1.519639 -0.005862
0.016711 0.000000 1.465194 -0.005862
0.014713 0.000000 1.408028 -0.005862
0.013289 0.000000 1.348139 -0.005862
0.012912 0.000000 1.285528 -0.005862
0.010993 0.000000 1.285528 -0.005862
0.014077 -0.000024 1.241513 -0.005489
0.012807 -0.000117 1.213274 -0.004483
0.013122 -0.002090 1.193850 -0.002662
0.011301 -0.002090 1.193850 -0.002662
0.011996 -0.003971 1.182537 0.001174
0.015650 -0.007219 1.179186 0.005664
0.016809 -0.010741 1.181441 0.009963
0.014628 -0.014650 1.186016 0.014451
0.013241 -0.018631 1.193022 0.019503
0.015381 -0.018631 1.193022 0.019503
0.019602 -0.023448 1.199252 0.024307
0.015207 -0.028240 1.205826 0.030065
0.014378 -0.033543 1.210313 0.034941
0.015366 -0.038569 1.215310 0.040881
0.014613 -0.043720 1.217633 0.047058
0.015626 -0.048486 1.219120 0.053394
0.015540 -0.053421 1.218052 0.059615
0.012008 -0.058284 1.215186 0.065300
0.014340 -0.063075 1.209810 0.070671
0.013767 -0.067987 1.203190 0.075975
0.016297 -0.067987 1.203190 0.075975
0.018811 -0.072841 1.194089 0.081386
0.014019 -0.077816 1.184441 0.087041
0.014295 -0.082500 1.172496 0.092752
0.018987 -0.086564 1.160741 0.099384
0.021574 -0.089992 1.146424 0.104918
0.017081 -0.091530 1.131646 0.110795
0.014715 -0.092806 1.114292 0.117023
0.014549 -0.092806 1.114292 0.117023
0.013975 -0.093989 1.095613 0.122631
0.015440 -0.095319 1.075117 0.128671
0.012404 -0.095719 1.052638 0.134214
0.013842 -0.095969 1.028688 0.140120
0.013736 -0.095143 1.002883 0.145118
0.013926 -0.093722 0.976062 0.150859
0.012536 -0.093722 0.976062 0.150859
0.015322 -0.092619 0.946780 0.156469
0.015539 -0.091585 0.916875 0.163045
0.015993 -0.090551 0.884468 0.169923
0.016446 -0.090202 0.852127 0.175674
0.015750 -0.090750 0.819644 0.182583
0.015018 -0.091374 0.785374 0.187533
0.014403 -0.091495 0.751246 0.194646
0.014660 -0.092003 0.715323 0.202642
0.014825 -0.092003 0.715323 0.202642
0.015860 -0.091719 0.677786 0.209218
0.015780 -0.091518 0.638804 0.215847
0.015803 -0.091445 0.598457 0.222102
0.014752 -0.091284 0.557294 0.228521
0.012352 -0.092007 0.517109 0.236224
0.013646 -0.092625 0.480042 0.244496
0.013768 -0.094825 0.446586 0.251225
0.012163 -0.094825 0.446586 0.251225
0.013088 -0.095853 0.429340 0.260025
0.014657 -0.100587 0.416325 0.267239
0.017675 -0.105567 0.407800 0.277576
0.013614 -0.109218 0.400356 0.288115
