Time X Y Z
0.100000 -0.000000 2.036861 -0.005862
0.020683 0.000000 2.034139 -0.005862
0.016884 -0.000000 2.028694 -0.005862
0.017136 -0.000000 2.020528 -0.005862
0.016343 0.000000 2.009639 -0.005862
0.039190 -0.000000 1.996028 -0.005862
0.016455 0.000000 1.979694 -0.005862
0.030832 0.000000 1.960639 -0.005862
0.018478 0.000000 1.938861 -0.005862
0.017906 0.000000 1.914361 -0.005862
0.018143 0.000000 1.887139 -0.005862
0.017237 0.000000 1.857194 -0.005862
0.019522 0.000000 1.824528 -0.005862
0.017559 0.000000 1.789139 -0.005862
0.016514 0.000000 1.751028 -0.005862
0.016816 0.000000 1.710194 -0.005862
0.016389 0.000000 1.666639 -0.005862
0.016993 0.000000 1.620361 -0.005862
0.019012 0.000000 1.571361 -0.005862
0.022491 0.000000 1.519639 -0.005862
0.018307 0.000000 1.465194 -0.005862
0.017494 0.000000 1.408028 -0.005862
0.019149 0.000000 1.348139 -0.005862
0.024385 0.000000 1.285528 -0.005862
0.020956 -0.000024 1.241513 -0.005489
0.018585 -0.000085 1.213332 -0.004464
0.016966 -0.002119 1.193867 -0.002515
0.019863 -0.003968 1.182567 0.001292
0.036122 -0.007190 1.179290 0.005987
0.025828 -0.010469 1.181662 0.010318
0.021385 -0.014255 1.187577 0.015171
0.031106 -0.018046 1.195331 0.020470
0.035533 -0.022697 1.203086 0.025865
0.034004 -0.027046 1.210366 0.031750
0.023223 -0.031495 1.216124 0.037631
0.020023 -0.035462 1.219715 0.043304
0.016241 -0.039683 1.221848 0.048734
0.017050 -0.043951 1.221595 0.054446
0.016046 -0.048443 1.219868 0.059970
0.015287 -0.052403 1.215871 0.065348
0.016321 -0.056763 1.210818 0.070664
0.015997 -0.061089 1.203530 0.076383
0.016034 -0.065100 1.194726 0.081413
0.016540 -0.069252 1.185469 0.086720
0.016301 -0.073687 1.174214 0.092908
0.016700 -0.077278 1.162165 0.098509
0.016666 -0.080784 1.149192 0.104663
0.021183 -0.084297 1.133809 0.110144
0.015647 -0.088368 1.118203 0.115904
0.015693 -0.092272 1.100536 0.122884
0.016606 -0.096010 1.081773 0.128927
0.016596 -0.100064 1.061855 0.135315
0.016196 -0.103104 1.039788 0.141123
0.014030 -0.106849 1.017538 0.147346
0.019055 -0.109450 0.993460 0.153716
0.016480 -0.111446 0.969084 0.160995
0.015739 -0.113531 0.942357 0.167057
0.015300 -0.115864 0.915337 0.173519
0.016512 -0.117711 0.886010 0.179284
0.016310 -0.119447 0.856235 0.185845
0.015572 -0.121123 0.824802 0.190626
0.016154 -0.123645 0.792591 0.196321
0.017693 -0.123455 0.761170 0.203902
0.017592 -0.122470 0.729026 0.211351
0.015384 -0.121236 0.696034 0.218638
0.015632 -0.121379 0.660847 0.225145
0.016784 -0.120661 0.627460 0.232687
0.017581 -0.121387 0.592392 0.239067
0.015982 -0.119549 0.557815 0.246259
