Time X Y Z
0.100000 -0.000000 2.036861 -0.005862
0.013718 0.000000 2.034139 -0.005862
0.010567 0.000000 2.034139 -0.005862
0.012583 -0.000000 2.028694 -0.005862
0.012251 -0.000000 2.020528 -0.005862
0.011908 -0.000000 2.020528 -0.005862
0.013683 -0.000000 2.009639 -0.005862
0.014099 0.000000 1.996028 -0.005862
0.013860 0.000000 1.979694 -0.005862
0.012268 -0.000000 1.960639 -0.005862
0.011102 -0.000000 1.960639 -0.005862
0.013060 -0.000000 1.938861 -0.005862
0.013165 0.000000 1.914361 -0.005862
0.013643 -0.000000 1.887139 -0.005862
0.011375 -0.000000 1.887139 -0.005862
0.012761 -0.000000 1.857194 -0.005862
0.013340 -0.000000 1.824528 -0.005862
0.014369 0.000000 1.789139 -0.005862
0.013206 0.000000 1.751028 -0.005862
0.012889 0.000000 1.751028 -0.005862
0.018437 -0.000000 1.710194 -0.005862
0.012923 -0.000000 1.666639 -0.005862
0.012535 -0.000000 1.620361 -0.005862
0.014104 0.000000 1.571361 -0.005862
0.013356 0.000000 1.519639 -0.005862
0.013755 0.000000 1.519639 -0.005862
0.012851 -0.000000 1.465194 -0.005862
0.013338 -0.000000 1.408028 -0.005862
0.012574 -0.000000 1.348139 -0.005862
0.013214 -0.000000 1.285528 -0.005862
0.011321 -0.000000 1.285528 -0.005862
0.013531 -0.000024 1.241513 -0.005489
0.013054 -0.000123 1.213320 -0.004498
0.012461 -0.001959 1.193915 -0.002818
0.012214 -0.001959 1.193915 -0.002818
0.013273 -0.003737 1.182730 0.000837
0.013333 -0.006931 1.177768 0.005032
0.013701 -0.010471 1.178884 0.009343
0.011773 -0.014431 1.182779 0.013727
0.012865 -0.014431 1.182779 0.013727
0.013885 -0.018928 1.190405 0.019014
0.013045 -0.024340 1.197186 0.024036
0.013836 -0.029964 1.205738 0.030215
0.013083 -0.029964 1.205738 0.030215
0.016180 -0.035475 1.211685 0.036709
0.015505 -0.041071 1.217568 0.043056
0.013146 -0.046695 1.220801 0.049726
0.015069 -0.052156 1.222725 0.055858
0.015615 -0.057338 1.222373 0.061403
0.015056 -0.062287 1.220518 0.067180
0.014626 -0.067212 1.216257 0.072787
0.014234 -0.071916 1.210938 0.078581
0.012991 -0.071916 1.210938 0.078581
0.013846 -0.076698 1.203182 0.083871
0.013925 -0.081150 1.195319 0.089459
0.014376 -0.086232 1.185113 0.096086
0.013815 -0.090518 1.174400 0.102478
0.015959 -0.094849 1.161542 0.108568
0.011278 -0.094849 1.161542 0.108568
0.014497 -0.098931 1.147521 0.114640
0.014749 -0.102817 1.131913 0.120649
0.015161 -0.106809 1.114485 0.127251
0.014615 -0.110849 1.095914 0.133404
0.012040 -0.114489 1.075911 0.140124
0.012997 -0.114489 1.075911 0.140124
0.014059 -0.118186 1.054363 0.146575
0.014539 -0.121806 1.030941 0.153069
0.015435 -0.125398 1.006943 0.160284
0.013575 -0.129198 0.980980 0.167174
0.014832 -0.133921 0.954570 0.174282
0.017135 -0.138558 0.926464 0.182099
0.017236 -0.142450 0.896657 0.189258
0.014628 -0.145916 0.867381 0.197730
0.011835 -0.149369 0.836232 0.204903
0.011273 -0.149369 0.836232 0.204903
0.014470 -0.150296 0.805967 0.213135
0.014795 -0.152229 0.773328 0.220847
0.014014 -0.154604 0.739465 0.228292
0.013430 -0.154604 0.739465 0.228292
0.016238 -0.156377 0.705087 0.235835
0.014122 -0.159056 0.669251 0.242996
0.013137 -0.161331 0.633613 0.251370
0.015846 -0.164685 0.596211 0.258278
0.014866 -0.167180 0.561598 0.267199
0.013476 -0.170714 0.528808 0.276110
0.013236 -0.174875 0.512618 0.284565
0.011417 -0.174875 0.512618 0.284565
0.014215 -0.178732 0.503780 0.294003
0.013486 -0.181449 0.496202 0.305387
0.014521 -0.181385 0.488371 0.312571
0.013418 -0.181207 0.479750 0.319943
0.011224 -0.181207 0.479750 0.319943
0.013415 -0.182178 0.470275 0.327830
0.017141 -0.183088 0.461238 0.335178
0.022806 -0.185794 0.451694 0.342654
0.015393 -0.189707 0.443148 0.351541
0.015853 -0.194024 0.437457 0.357433
0.015190 -0.198618 0.433742 0.369451
0.014837 -0.203639 0.430253 0.376081
0.015907 -0.209825 0.428408 0.389814
0.014056 -0.217340 0.427041 0.396815
0.014372 -0.224664 0.426744 0.409839
0.012665 -0.231183 0.424964 0.418381
0.012956 -0.231183 0.424964 0.418381
0.012808 -0.237785 0.421440 0.426909
0.012936 -0.246090 0.417483 0.433625
0.012496 -0.255339 0.415935 0.445041
0.012446 -0.255339 0.415935 0.445041
0.013076 -0.261813 0.412995 0.453226
0.016208 -0.265993 0.409554 0.465581
0.013061 -0.270272 0.403994 0.477654
0.013895 -0.274860 0.396774 0.489636
0.015142 -0.279464 0.388861 0.500767
0.012153 -0.279464 0.388861 0.500767
0.014913 -0.283685 0.381690 0.512949
0.014026 -0.287734 0.374612 0.523031
0.015235 -0.290512 0.368000 0.535882
0.014052 -0.293414 0.360400 0.546885
0.014102 -0.296111 0.353277 0.561690
0.012088 -0.298787 0.345599 0.573411
0.011575 -0.298787 0.345599 0.573411
0.013550 -0.301250 0.337837 0.584854
0.013742 -0.303793 0.329908 0.595421
0.013118 -0.306247 0.322432 0.605443
0.010864 -0.306247 0.322432 0.605443
0.012905 -0.308859 0.315309 0.615394
0.012991 -0.311791 0.308296 0.624824
0.012520 -0.314786 0.301026 0.634307
0.012181 -0.314786 0.301026 0.634307
0.012801 -0.317928 0.293805 0.643359
0.014008 -0.321091 0.286379 0.652450
0.013339 -0.324510 0.278572 0.661130
0.012161 -0.324510 0.278572 0.661130
0.013330 -0.327917 0.270321 0.669875
0.013350 -0.331542 0.262078 0.678244
0.012760 -0.335083 0.253891 0.686738
0.014297 -0.338455 0.245906 0.694803
0.011542 -0.338455 0.245906 0.694803
0.013534 -0.341632 0.238834 0.702588
0.013880 -0.344599 0.232857 0.709889
